product_primaryname,processing_periods_name,facility_type_name,beginningbalance,quantityreceived,quantitydispensed,stockinhand,quantityrequested,quantityapproved,totallossesandadjustments,amc,packsize,zone,dispensingunit
ACT-AD,Aug 2025,HEALTH CENTER,3072.0,1.0,68.0,1752.0,,,-275,60.0,50,DISTRICT27,BLISTER
RDT,May 2025,HEALTH CENTER,295.0,68.0,294.0,,,1766.0,-372,,2,DISTRICT20,PIECE
ACT-INF,Sep 2024,HEALTH CENTER,,180.0,314.0,605.0,,46.0,-195,107.0,1,DISTRICT29,BLISTER
ACT-INF,Nov 2025,HEALTH CENTER,,0.0,27.0,44.0,,1048.0,445,,2,DISTRICT23,BLISTER
ART-SUP,Sep 2024,HEALTH CENTER,588.0,344.0,53.0,,,7.0,-447,,30,DISTRICT21,CAPSULE
ACT-GC,Jan 2024,HEALTH CENTER,64.0,0.0,43.0,,,24.0,-602,5.0,30,DISTRICT1,BLISTER
ITN,Mar 2024,HEALTH CENTER,46.0,0.0,5.0,,,7.0,-413,0.0,1,DISTRICT30,PIECE
ACT-INF,Feb 2024,HEALTH CENTER,,0.0,37.0,148.0,,1961.0,-187,229.0,30,DISTRICT24,BLISTER
ACT-GC,Jan 2025,DISTRICT HOSPITAL,,1.0,,614.0,983.0,1345.0,-672,,30,DISTRICT23,BLISTER
ART-SUP,Aug 2024,HEALTH CENTER,1933.0,168.0,,,,234.0,-494,211.0,30,DISTRICT1,CAPSULE
PYRA-COMP,Mar 2025,DISTRICT HOSPITAL,,65.0,,,928.0,0.0,-335,59.0,1,DISTRICT10,TABLET
ART-SUP,Jun 2025,HEALTH CENTER,252.0,,224.0,920.0,,216.0,459,55.0,1,DISTRICT20,CAPSULE
PYRA-SAC,Apr 2025,HEALTH CENTER,,1160.0,1315.0,4694.0,,2940.0,466,,2,DISTRICT12,SACHET
ITN,Aug 2024,HEALTH CENTER,,0.0,,,,4781.0,122,,50,DISTRICT26,PIECE
PYRA-COMP,Sep 2025,DISTRICT HOSPITAL,,141.0,,375.0,,,-118,,5,DISTRICT20,TABLET
ART-INJ,Feb 2024,HEALTH CENTER,406.0,1.0,436.0,139.0,359.0,,-337,443.0,50,DISTRICT36,VIAL
ACT-GC,Jun 2025,HEALTH CENTER,4180.0,233.0,1293.0,,,,-148,705.0,1000,DISTRICT4,BLISTER
ACT-GC,Feb 2025,HEALTH CENTER,2914.0,100.0,778.0,1994.0,,1885.0,-366,1333.0,1000,DISTRICT31,BLISTER
PYRA-COMP,Oct 2025,HEALTH CENTER,476.0,3291.0,,2575.0,,84.0,101,1076.0,1,DISTRICT14,TABLET
ART-SUP,Feb 2025,HEALTH CENTER,91.0,,,35.0,,0.0,-528,9.0,1,DISTRICT7,CAPSULE
QUIN,Oct 2024,DISTRICT HOSPITAL,3342.0,4.0,,4140.0,,14835.0,739,,30,DISTRICT15,TABLET
ACT-INF,May 2024,HEALTH CENTER,197.0,0.0,,52.0,,2978.0,710,38.0,30,DISTRICT35,BLISTER
PYRA-SAC,Oct 2025,HEALTH CENTER,,1793.0,208.0,,,,206,,5,DISTRICT36,SACHET
ACT-AD,Jul 2025,HEALTH CENTER,336.0,0.0,153.0,,303.0,4682.0,281,,30,DISTRICT16,BLISTER
ITN,Jan 2025,HEALTH CENTER,312.0,80.0,166.0,346.0,690.0,226.0,-473,409.0,50,DISTRICT25,PIECE
PYRA-COMP,Apr 2025,HEALTH CENTER,505.0,4.0,62.0,107.0,434.0,0.0,-144,50.0,5,DISTRICT33,TABLET
ART-INJ,Mar 2024,DISTRICT HOSPITAL,3.0,225.0,,52.0,,1500.0,-681,9.0,1,DISTRICT28,VIAL
QUIN,Dec 2024,HEALTH CENTER,,2.0,,,,400.0,-187,348.0,30,DISTRICT15,TABLET
ACT-AD,Apr 2025,HEALTH CENTER,559.0,12.0,86.0,949.0,,,-391,,1,DISTRICT27,BLISTER
QUIN,Feb 2024,HEALTH CENTER,1721.0,1.0,193.0,190.0,,5.0,-180,103.0,1000,DISTRICT26,TABLET
ACT-GC,Mar 2025,DISTRICT HOSPITAL,,1012.0,638.0,2430.0,,,880,651.0,30,DISTRICT4,BLISTER
ACT-SC,Aug 2024,HEALTH CENTER,23.0,1.0,8.0,8.0,,8.0,-252,41.0,1000,DISTRICT29,BLISTER
ART-SUP,Aug 2025,HEALTH CENTER,2027.0,124.0,760.0,2776.0,,,-408,579.0,5,DISTRICT10,CAPSULE
ART-INJ,Feb 2025,HEALTH CENTER,,0.0,60.0,,,532.0,199,55.0,1000,DISTRICT10,VIAL
ART-INJ,Jul 2024,HEALTH CENTER,,,1750.0,6226.0,786.0,0.0,-244,1635.0,1000,DISTRICT26,VIAL
ACT-GC,Jun 2024,HEALTH CENTER,254.0,,72.0,144.0,,45.0,-249,16.0,50,DISTRICT29,BLISTER
ACT-INF,Oct 2024,HEALTH CENTER,618.0,,91.0,556.0,441.0,305.0,-109,,30,DISTRICT23,BLISTER
SP,Aug 2024,HEALTH CENTER,872.0,,,201.0,,4897.0,-1,673.0,30,DISTRICT24,TABLET
ACT-INF,Aug 2025,HEALTH CENTER,1692.0,218.0,,,,656.0,-117,468.0,30,DISTRICT19,BLISTER
ITN,Oct 2024,HEALTH CENTER,91.0,,,806.0,,,142,84.0,30,DISTRICT9,PIECE
ACT-SC,Nov 2024,HEALTH CENTER,209.0,,285.0,,,2320.0,581,,30,DISTRICT24,BLISTER
ART-INJ,Oct 2024,HEALTH CENTER,,143.0,636.0,804.0,,3393.0,-593,266.0,30,DISTRICT37,VIAL
ART-INJ,Feb 2025,HEALTH CENTER,642.0,1202.0,415.0,1110.0,1189.0,2059.0,39,505.0,30,DISTRICT10,VIAL
QUIN,Dec 2023,HEALTH CENTER,2119.0,,167.0,635.0,,402.0,-164,295.0,1000,DISTRICT1,TABLET
ART-INJ,Mar 2024,HEALTH CENTER,390.0,0.0,,,,7.0,-104,80.0,30,DISTRICT22,VIAL
QUIN,Nov 2025,HEALTH CENTER,2336.0,0.0,366.0,,,2237.0,-197,227.0,50,DISTRICT36,TABLET
ACT-INF,Nov 2025,HEALTH CENTER,93.0,377.0,208.0,,,36.0,270,87.0,30,DISTRICT21,BLISTER
ACT-INF,Feb 2024,HEALTH CENTER,,110.0,106.0,1278.0,,10.0,342,69.0,1,DISTRICT20,BLISTER
ACT-SC,Apr 2025,HEALTH CENTER,,141.0,405.0,920.0,,4477.0,-495,320.0,30,DISTRICT7,BLISTER
ITN,Jun 2024,HEALTH CENTER,526.0,,197.0,47.0,659.0,663.0,253,83.0,2,DISTRICT36,PIECE
ART-INJ,Aug 2025,HEALTH CENTER,,17.0,12.0,29.0,399.0,33.0,221,,2,DISTRICT29,VIAL
ACT-GC,Feb 2025,HEALTH CENTER,28.0,81.0,69.0,18.0,267.0,258.0,28,,30,DISTRICT17,BLISTER
ACT-GC,Jul 2025,HEALTH CENTER,,296.0,595.0,4735.0,,735.0,195,,50,DISTRICT11,BLISTER
ART-SUP,Jan 2025,HEALTH CENTER,,0.0,341.0,159.0,,,-422,,30,DISTRICT10,CAPSULE
ITN,Feb 2024,HEALTH CENTER,295.0,1.0,,196.0,,430.0,232,16.0,50,DISTRICT9,PIECE
ACT-GC,Feb 2024,HEALTH CENTER,,72.0,493.0,1214.0,,,221,,30,DISTRICT15,BLISTER
ART-INJ,Aug 2025,HEALTH CENTER,634.0,853.0,444.0,,,3.0,-286,307.0,30,DISTRICT32,VIAL
ITN,Sep 2025,HEALTH CENTER,172.0,23.0,327.0,299.0,,196.0,-248,,30,DISTRICT1,PIECE
RDT,Mar 2024,HEALTH CENTER,,12.0,345.0,2526.0,,0.0,111,266.0,25,DISTRICT31,PIECE
ACT-SC,Apr 2024,HEALTH CENTER,,1622.0,,7286.0,,16729.0,-314,1508.0,1000,DISTRICT16,BLISTER
ITN,May 2024,HEALTH CENTER,614.0,7.0,241.0,1017.0,680.0,0.0,71,,1,DISTRICT6,PIECE
PYRA-COMP,Feb 2024,HEALTH CENTER,737.0,0.0,,87.0,,2498.0,-308,26.0,5,DISTRICT22,TABLET
QUIN,Apr 2024,HEALTH CENTER,835.0,,,485.0,,248.0,605,60.0,1000,DISTRICT10,TABLET
ART-SUP,Feb 2025,HEALTH CENTER,2144.0,63.0,,,,,499,363.0,30,DISTRICT18,CAPSULE
ITN,Oct 2025,HEALTH CENTER,1062.0,25.0,107.0,80.0,1330.0,84.0,-1111,19.0,1,DISTRICT26,PIECE
ACT-SC,Nov 2025,HEALTH CENTER,,,543.0,2219.0,,1019.0,514,324.0,1,DISTRICT26,BLISTER
ACT-AD,Dec 2024,HEALTH CENTER,759.0,14.0,311.0,,408.0,2529.0,4,315.0,25,DISTRICT9,BLISTER
SP,Oct 2024,HEALTH CENTER,243.0,9.0,,,1933.0,5149.0,-476,222.0,50,DISTRICT29,TABLET
ART-INJ,Mar 2025,HEALTH CENTER,341.0,135.0,200.0,3317.0,,1.0,271,,25,DISTRICT27,VIAL
ART-INJ,Oct 2024,HEALTH CENTER,,,164.0,190.0,839.0,1.0,35,,1,DISTRICT24,VIAL
PYRA-COMP,Feb 2025,HEALTH CENTER,769.0,13.0,,,,1215.0,-73,112.0,5,DISTRICT21,TABLET
ITN,Jun 2024,HEALTH CENTER,417.0,0.0,295.0,,,211.0,312,,30,DISTRICT10,PIECE
PYRA-COMP,Aug 2024,DISTRICT HOSPITAL,,16.0,1.0,,,0.0,265,0.0,2,DISTRICT13,TABLET
QUIN,Aug 2024,HEALTH CENTER,2135.0,183.0,881.0,2568.0,1179.0,,566,970.0,30,DISTRICT3,TABLET
QUIN,Nov 2025,HEALTH CENTER,,,414.0,2750.0,,232.0,391,104.0,1000,DISTRICT38,TABLET
ACT-GC,Feb 2025,HEALTH CENTER,,,468.0,2034.0,,0.0,-272,131.0,1000,DISTRICT35,BLISTER
QUIN,Aug 2024,HEALTH CENTER,,0.0,,583.0,295.0,4.0,-313,1.0,1000,DISTRICT32,TABLET
QUIN,Mar 2025,HEALTH CENTER,,0.0,137.0,,,13.0,-602,21.0,1000,DISTRICT25,TABLET
QUIN,Mar 2024,HEALTH CENTER,378.0,10.0,139.0,,,344.0,-11,,1000,DISTRICT13,TABLET
SP,Jan 2025,HEALTH CENTER,,0.0,356.0,1125.0,,,310,456.0,30,DISTRICT13,TABLET
ART-INJ,Oct 2024,HEALTH CENTER,1245.0,7.0,,1064.0,,0.0,-243,,50,DISTRICT31,VIAL
ACT-GC,Apr 2025,NATIONAL HOSPITAL,,12.0,161.0,403.0,,2037.0,273,118.0,30,DISTRICT24,BLISTER
PYRA-COMP,Feb 2025,HEALTH CENTER,3068.0,,,3779.0,285.0,0.0,172,67.0,50,DISTRICT19,TABLET
ACT-SC,Dec 2024,HEALTH CENTER,677.0,369.0,378.0,2194.0,,1087.0,-64,,30,DISTRICT31,BLISTER
QUIN,Jun 2024,HEALTH CENTER,49.0,,,43.0,,211.0,-96,1.0,1000,DISTRICT11,TABLET
PYRA-SAC,Feb 2025,HEALTH CENTER,589.0,,46.0,1584.0,,545.0,-218,,30,DISTRICT5,SACHET
SP,Mar 2024,HEALTH CENTER,71.0,4.0,339.0,,,468.0,-489,552.0,30,DISTRICT11,TABLET
PYRA-SAC,Sep 2025,DISTRICT HOSPITAL,,529.0,345.0,3167.0,619.0,2.0,-209,98.0,100,DISTRICT13,SACHET
SP,Oct 2024,HEALTH CENTER,155.0,0.0,6.0,133.0,1117.0,48.0,-96,,25,DISTRICT9,TABLET
ACT-GC,Mar 2025,HEALTH CENTER,79.0,43.0,86.0,,,39.0,648,29.0,1,DISTRICT5,BLISTER
ACT-SC,Jan 2024,HEALTH CENTER,,,4.0,39.0,,0.0,-149,0.0,30,DISTRICT28,BLISTER
ART-INJ,Oct 2025,HEALTH CENTER,,4.0,290.0,1545.0,,0.0,1019,228.0,30,DISTRICT27,VIAL
QUIN,Sep 2024,HEALTH CENTER,165.0,,122.0,95.0,1227.0,1397.0,-124,192.0,1000,DISTRICT4,TABLET
ACT-GC,Jan 2025,HEALTH CENTER,,46.0,984.0,2314.0,,3877.0,-236,1047.0,30,DISTRICT28,BLISTER
QUIN,Feb 2025,DISTRICT HOSPITAL,13.0,,24.0,143.0,502.0,3.0,-502,17.0,30,DISTRICT19,TABLET
PYRA-SAC,Mar 2024,HEALTH CENTER,,0.0,208.0,,,1639.0,613,91.0,1,DISTRICT31,SACHET
RDT,Feb 2024,HEALTH CENTER,,7.0,760.0,,604.0,0.0,112,885.0,30,DISTRICT10,PIECE
RDT,Apr 2024,HEALTH CENTER,2400.0,,206.0,,,74.0,570,255.0,1000,DISTRICT15,PIECE
ITN,May 2025,HEALTH CENTER,1114.0,,733.0,587.0,,2940.0,818,,50,DISTRICT15,PIECE
ACT-INF,Feb 2025,HEALTH CENTER,,0.0,,,,0.0,87,7.0,1,DISTRICT26,BLISTER
SP,Apr 2024,DISTRICT HOSPITAL,,,143.0,,456.0,549.0,326,74.0,1000,DISTRICT16,TABLET
SP,Nov 2025,HEALTH CENTER,58.0,,93.0,131.0,,80.0,-244,,1000,DISTRICT1,TABLET
RDT,Mar 2024,HEALTH CENTER,,419.0,,576.0,,3.0,130,20.0,2,DISTRICT26,PIECE
SP,Nov 2024,HEALTH CENTER,,0.0,127.0,688.0,1294.0,1707.0,441,85.0,1000,DISTRICT5,TABLET
RDT,Jul 2025,HEALTH CENTER,669.0,50.0,,881.0,,37.0,-780,170.0,25,DISTRICT35,PIECE
ACT-AD,Jan 2025,HEALTH CENTER,,16.0,353.0,,,216.0,385,,2,DISTRICT35,BLISTER
ACT-SC,Nov 2024,HEALTH CENTER,,,,1447.0,,,-7,177.0,30,DISTRICT32,BLISTER
PYRA-COMP,Jan 2025,HEALTH CENTER,3554.0,65.0,758.0,,,2.0,251,,5,DISTRICT11,TABLET
ACT-GC,Oct 2025,HEALTH CENTER,2461.0,0.0,,1337.0,,585.0,-131,108.0,30,DISTRICT31,BLISTER
PYRA-SAC,Jan 2024,HEALTH CENTER,618.0,0.0,238.0,431.0,1335.0,3921.0,-331,80.0,2,DISTRICT33,SACHET
ACT-GC,Sep 2025,HEALTH CENTER,101.0,,199.0,304.0,,7147.0,-272,202.0,50,DISTRICT23,BLISTER
ITN,Dec 2023,HEALTH CENTER,,0.0,10.0,,,1253.0,-785,,1000,DISTRICT10,PIECE
RDT,Jun 2025,HEALTH CENTER,1433.0,26.0,229.0,1012.0,1736.0,8.0,415,181.0,30,DISTRICT26,PIECE
ACT-AD,Mar 2024,HEALTH CENTER,31.0,1.0,3.0,410.0,,,-772,,30,DISTRICT9,BLISTER
QUIN,Jan 2025,HEALTH CENTER,751.0,212.0,42.0,753.0,,0.0,-440,15.0,1000,DISTRICT4,TABLET
PYRA-SAC,Dec 2023,HEALTH CENTER,581.0,239.0,235.0,1062.0,,3833.0,534,253.0,25,DISTRICT8,SACHET
ACT-SC,Oct 2024,HEALTH CENTER,3895.0,25.0,224.0,4771.0,1565.0,,-154,264.0,30,DISTRICT14,BLISTER
ACT-GC,Sep 2024,HEALTH CENTER,314.0,,,149.0,988.0,4.0,-292,285.0,1000,DISTRICT36,BLISTER
ACT-SC,Dec 2024,HEALTH CENTER,122.0,0.0,,9.0,,162.0,-604,,30,DISTRICT19,BLISTER
QUIN,Aug 2025,HEALTH CENTER,,8.0,266.0,,,0.0,-205,455.0,1000,DISTRICT24,TABLET
PYRA-SAC,Jan 2024,HEALTH CENTER,,131.0,38.0,100.0,664.0,7057.0,-215,20.0,5,DISTRICT28,SACHET
PYRA-SAC,Dec 2024,HEALTH CENTER,519.0,639.0,,1429.0,,131.0,-41,192.0,5,DISTRICT25,SACHET
ACT-INF,Dec 2023,HEALTH CENTER,70.0,37.0,10.0,,,,-34,14.0,30,DISTRICT9,BLISTER
QUIN,Mar 2025,HEALTH CENTER,,0.0,144.0,315.0,,195.0,-250,213.0,30,DISTRICT29,TABLET
ACT-SC,Oct 2025,HEALTH CENTER,392.0,0.0,,42.0,,0.0,-469,50.0,1,DISTRICT30,BLISTER
SP,Jun 2025,HEALTH CENTER,920.0,95.0,,1586.0,,0.0,223,305.0,30,DISTRICT33,TABLET
QUIN,Jan 2025,HEALTH CENTER,,1.0,38.0,949.0,,149.0,-347,,1000,DISTRICT35,TABLET
ACT-SC,Feb 2024,HEALTH CENTER,506.0,,,1829.0,763.0,0.0,-147,,30,DISTRICT25,BLISTER
ACT-AD,Jul 2025,HEALTH CENTER,227.0,,,259.0,,,317,305.0,30,DISTRICT10,BLISTER
SP,May 2024,HEALTH CENTER,694.0,,,,,,185,289.0,30,DISTRICT13,TABLET
ACT-INF,May 2024,HEALTH CENTER,,4.0,345.0,,,1153.0,-598,465.0,1000,DISTRICT25,BLISTER
ACT-INF,Jul 2024,DISTRICT HOSPITAL,4845.0,52.0,682.0,5049.0,860.0,245.0,297,420.0,50,DISTRICT36,BLISTER
