product_primaryname,processing_periods_name,facility_type_name,beginningbalance,quantityreceived,quantitydispensed,stockinhand,quantityrequested,quantityapproved,totallossesandadjustments,amc,packsize,zone,dispensingunit
ACT-INF,Sep 2024,HEALTH CENTER,2453.0,0.0,,2176.0,403.0,97.0,-154,668.0,30,DISTRICT6,BLISTER
ACT-GC,Jan 2025,DISTRICT HOSPITAL,,,171.0,211.0,,8275.0,351,12.0,50,DISTRICT28,BLISTER
ACT-INF,Sep 2024,HEALTH CENTER,335.0,0.0,26.0,344.0,,0.0,-128,20.0,30,DISTRICT33,BLISTER
ACT-AD,Sep 2025,HEALTH CENTER,,0.0,,,904.0,112.0,577,287.0,2,DISTRICT32,BLISTER
ACT-INF,Nov 2025,DISTRICT HOSPITAL,30.0,1.0,,,,493.0,400,,30,DISTRICT14,BLISTER
RDT,Nov 2025,HEALTH CENTER,55.0,102.0,96.0,,,0.0,-349,30.0,1,DISTRICT37,PIECE
ACT-AD,May 2024,HEALTH CENTER,,788.0,1550.0,,675.0,,-383,,30,DISTRICT19,BLISTER
ART-INJ,Apr 2025,HEALTH CENTER,841.0,579.0,,,,8.0,-258,158.0,30,DISTRICT1,VIAL
RDT,Apr 2025,HEALTH CENTER,625.0,1040.0,131.0,842.0,,19.0,113,286.0,30,DISTRICT38,PIECE
RDT,Mar 2024,HEALTH CENTER,678.0,,209.0,,,25.0,414,224.0,1,DISTRICT28,PIECE
ACT-GC,Mar 2024,HEALTH CENTER,2014.0,,887.0,,,1404.0,-750,1192.0,1000,DISTRICT15,BLISTER
PYRA-SAC,Oct 2025,HEALTH CENTER,110.0,55.0,71.0,278.0,,0.0,-429,10.0,2,DISTRICT26,SACHET
SP,Dec 2024,REGIONAL HOSPITAL,1131.0,0.0,185.0,672.0,437.0,24.0,9,105.0,30,DISTRICT14,TABLET
ACT-INF,Dec 2023,HEALTH CENTER,,154.0,595.0,,,128.0,444,587.0,1000,DISTRICT33,BLISTER
ACT-SC,Feb 2025,HEALTH CENTER,2015.0,24.0,423.0,2959.0,,0.0,-373,649.0,1,DISTRICT15,BLISTER
RDT,Feb 2024,HEALTH CENTER,989.0,,367.0,,,4.0,-187,,30,DISTRICT11,PIECE
ART-SUP,Oct 2025,HEALTH CENTER,1012.0,,330.0,,,4.0,34,,1,DISTRICT29,CAPSULE
ART-SUP,May 2025,HEALTH CENTER,22.0,2.0,21.0,,,126.0,-2,8.0,100,DISTRICT5,CAPSULE
ART-INJ,Jan 2024,HEALTH CENTER,4257.0,,1425.0,,,5640.0,-322,1598.0,30,DISTRICT24,VIAL
ACT-AD,Nov 2025,HEALTH CENTER,1208.0,,,,443.0,0.0,-259,407.0,2,DISTRICT5,BLISTER
ART-INJ,Dec 2023,HEALTH CENTER,3199.0,0.0,197.0,3191.0,,46.0,312,,50,DISTRICT20,VIAL
RDT,Nov 2024,DISTRICT HOSPITAL,487.0,,101.0,587.0,,0.0,-526,,2,DISTRICT28,PIECE
ACT-INF,Oct 2025,HEALTH CENTER,1210.0,53.0,714.0,,,201.0,-275,712.0,30,DISTRICT13,BLISTER
ACT-AD,Apr 2024,HEALTH CENTER,894.0,,,,,723.0,139,78.0,30,DISTRICT8,BLISTER
ART-INJ,Nov 2024,HEALTH CENTER,182.0,0.0,4.0,21.0,,0.0,-460,0.0,30,DISTRICT23,VIAL
ITN,Feb 2025,HEALTH CENTER,116.0,0.0,,56.0,,1.0,822,6.0,1,DISTRICT7,PIECE
ACT-GC,Jul 2024,HEALTH CENTER,,73.0,629.0,,,3163.0,-561,,1000,DISTRICT32,BLISTER
SP,Dec 2024,DISTRICT HOSPITAL,,25.0,96.0,438.0,722.0,2.0,-812,,30,DISTRICT25,TABLET
ITN,Jan 2025,HEALTH CENTER,1314.0,,198.0,1857.0,,174.0,-64,,1,DISTRICT29,PIECE
ACT-SC,May 2024,HEALTH CENTER,986.0,3.0,217.0,413.0,,272.0,-10,133.0,1,DISTRICT17,BLISTER
RDT,Feb 2024,HEALTH CENTER,327.0,0.0,,327.0,575.0,476.0,-15,9.0,2,DISTRICT37,PIECE
ACT-SC,Nov 2024,DISTRICT HOSPITAL,,,,18.0,216.0,0.0,14,,30,DISTRICT25,BLISTER
ART-SUP,Sep 2024,HEALTH CENTER,1373.0,,401.0,,,150.0,279,548.0,30,DISTRICT26,CAPSULE
ACT-GC,Jan 2025,HEALTH CENTER,59.0,2.0,1.0,10.0,,0.0,-132,0.0,30,DISTRICT1,BLISTER
RDT,Jan 2024,HEALTH CENTER,2304.0,21.0,211.0,2462.0,,47.0,-87,211.0,30,DISTRICT1,PIECE
RDT,Sep 2024,HEALTH CENTER,2740.0,1798.0,494.0,1765.0,482.0,43.0,-431,240.0,30,DISTRICT3,PIECE
ACT-INF,Mar 2025,HEALTH CENTER,355.0,,,2164.0,,7.0,-235,,30,DISTRICT9,BLISTER
ART-INJ,May 2025,HEALTH CENTER,11.0,420.0,47.0,96.0,,590.0,-214,,1000,DISTRICT15,VIAL
ACT-SC,Sep 2025,HEALTH CENTER,333.0,0.0,211.0,128.0,,1802.0,331,96.0,1,DISTRICT19,BLISTER
ITN,Apr 2024,HEALTH CENTER,760.0,749.0,277.0,779.0,,36.0,205,89.0,1000,DISTRICT1,PIECE
PYRA-SAC,Mar 2025,HEALTH CENTER,1445.0,1449.0,268.0,,,383.0,-86,,30,DISTRICT38,SACHET
SP,Jun 2024,HEALTH CENTER,,10.0,,2260.0,415.0,,528,319.0,1000,DISTRICT26,TABLET
ART-SUP,Jan 2025,DISTRICT HOSPITAL,520.0,1.0,136.0,122.0,,5.0,45,103.0,30,DISTRICT14,CAPSULE
PYRA-SAC,May 2025,HEALTH CENTER,98.0,1366.0,166.0,,,4630.0,238,,5,DISTRICT22,SACHET
SP,Apr 2024,HEALTH CENTER,784.0,0.0,80.0,193.0,,1844.0,148,252.0,1000,DISTRICT14,TABLET
PYRA-COMP,Dec 2023,HEALTH CENTER,,927.0,,247.0,,0.0,144,,1,DISTRICT16,TABLET
ACT-SC,Dec 2024,DISTRICT HOSPITAL,21.0,82.0,,,,,104,134.0,1,DISTRICT33,BLISTER
ACT-AD,Jul 2024,DISTRICT HOSPITAL,,,248.0,318.0,,,-479,235.0,30,DISTRICT13,BLISTER
PYRA-COMP,Oct 2025,HEALTH CENTER,,,,290.0,584.0,,185,133.0,5,DISTRICT33,TABLET
ART-SUP,Nov 2024,HEALTH CENTER,,,269.0,147.0,990.0,3695.0,317,184.0,50,DISTRICT28,CAPSULE
RDT,Nov 2024,HEALTH CENTER,,0.0,99.0,2285.0,,0.0,388,125.0,25,DISTRICT23,PIECE
ACT-AD,Oct 2024,HEALTH CENTER,443.0,604.0,541.0,,,1018.0,650,349.0,1,DISTRICT19,BLISTER
ITN,Jan 2024,HEALTH CENTER,,39.0,69.0,,,12.0,10,106.0,2,DISTRICT31,PIECE
ART-INJ,Aug 2025,HEALTH CENTER,8.0,,,7.0,,0.0,562,1.0,1,DISTRICT30,VIAL
ACT-AD,May 2024,HEALTH CENTER,,37.0,14.0,10.0,,0.0,29,,30,DISTRICT21,BLISTER
ART-INJ,Jan 2024,HEALTH CENTER,196.0,563.0,79.0,788.0,1436.0,,-258,,30,DISTRICT25,VIAL
RDT,Oct 2025,HEALTH CENTER,,37.0,680.0,599.0,,,-201,527.0,1,DISTRICT18,PIECE
RDT,May 2025,HEALTH CENTER,,,415.0,846.0,1116.0,98.0,519,301.0,30,DISTRICT11,PIECE
ITN,Jun 2025,HEALTH CENTER,960.0,854.0,160.0,557.0,305.0,0.0,-82,18.0,1000,DISTRICT16,PIECE
ART-SUP,Oct 2025,HEALTH CENTER,45.0,,,,,,-536,10.0,1,DISTRICT8,CAPSULE
QUIN,Aug 2024,HEALTH CENTER,3192.0,2072.0,1559.0,,,,432,,1000,DISTRICT22,TABLET
ITN,Jul 2024,HEALTH CENTER,341.0,0.0,,543.0,,0.0,152,1.0,100,DISTRICT27,PIECE
ACT-GC,Apr 2024,HEALTH CENTER,1872.0,44.0,208.0,,,,111,355.0,1000,DISTRICT25,BLISTER
PYRA-COMP,Aug 2024,HEALTH CENTER,33.0,1471.0,340.0,178.0,,2236.0,8,114.0,2,DISTRICT24,TABLET
ACT-GC,Mar 2024,HEALTH CENTER,43.0,,78.0,52.0,,3057.0,-215,19.0,30,DISTRICT17,BLISTER
ACT-GC,Apr 2024,HEALTH CENTER,,0.0,6.0,199.0,,0.0,7,,30,DISTRICT20,BLISTER
QUIN,Dec 2023,HEALTH CENTER,2516.0,118.0,442.0,2285.0,,,-22,,1000,DISTRICT3,TABLET
RDT,Oct 2025,HEALTH CENTER,1.0,,22.0,5.0,,0.0,346,1.0,2,DISTRICT1,PIECE
ART-SUP,Dec 2023,HEALTH CENTER,190.0,35.0,9.0,1721.0,274.0,,-100,0.0,25,DISTRICT22,CAPSULE
ACT-SC,Nov 2024,HEALTH CENTER,,3132.0,371.0,,1150.0,292.0,122,499.0,50,DISTRICT7,BLISTER
RDT,Sep 2025,HEALTH CENTER,191.0,446.0,114.0,698.0,,0.0,637,29.0,1,DISTRICT36,PIECE
SP,Dec 2024,HEALTH CENTER,123.0,0.0,,,,2.0,211,,30,DISTRICT26,TABLET
ART-INJ,Nov 2024,HEALTH CENTER,143.0,0.0,80.0,,864.0,,-339,131.0,1,DISTRICT6,VIAL
ACT-SC,Jun 2024,HEALTH CENTER,543.0,,266.0,,,,111,,30,DISTRICT16,BLISTER
ITN,Aug 2025,HEALTH CENTER,,8.0,1247.0,903.0,,471.0,118,,30,DISTRICT31,PIECE
ART-INJ,Oct 2025,HEALTH CENTER,,,,622.0,671.0,20.0,314,77.0,25,DISTRICT25,VIAL
SP,Oct 2024,HEALTH CENTER,585.0,0.0,15.0,962.0,,0.0,787,3.0,1000,DISTRICT11,TABLET
QUIN,Dec 2024,HEALTH CENTER,,96.0,,1538.0,326.0,273.0,99,289.0,1000,DISTRICT36,TABLET
ART-INJ,Jul 2024,HEALTH CENTER,836.0,3.0,49.0,673.0,,,14,31.0,30,DISTRICT31,VIAL
ACT-INF,Nov 2024,HEALTH CENTER,2317.0,,838.0,,,,274,448.0,30,DISTRICT25,BLISTER
ACT-INF,Aug 2025,HEALTH CENTER,,39.0,270.0,4101.0,,0.0,-494,,1000,DISTRICT35,BLISTER
ACT-SC,Oct 2024,HEALTH CENTER,6309.0,,,5549.0,1183.0,2634.0,646,,30,DISTRICT4,BLISTER
QUIN,Feb 2024,HEALTH CENTER,919.0,57.0,185.0,968.0,,1.0,490,,1000,DISTRICT13,TABLET
ACT-INF,Apr 2025,DISTRICT HOSPITAL,,,240.0,,571.0,30.0,356,,1000,DISTRICT30,BLISTER
SP,Mar 2024,HEALTH CENTER,1676.0,168.0,,,,61.0,-744,129.0,1000,DISTRICT33,TABLET
ITN,Mar 2025,HEALTH CENTER,289.0,,63.0,354.0,1391.0,567.0,-456,42.0,1000,DISTRICT1,PIECE
ITN,Mar 2024,HEALTH CENTER,456.0,1.0,176.0,,,11.0,-267,59.0,2,DISTRICT20,PIECE
ITN,Apr 2025,HEALTH CENTER,2.0,,,43.0,,,-692,24.0,1,DISTRICT23,PIECE
ACT-INF,May 2025,DISTRICT HOSPITAL,2399.0,11.0,395.0,1613.0,,5.0,-107,,1000,DISTRICT23,BLISTER
ACT-SC,Feb 2025,HEALTH CENTER,994.0,,,168.0,,41.0,-116,111.0,1,DISTRICT10,BLISTER
ACT-AD,Nov 2024,HEALTH CENTER,,104.0,350.0,,,3991.0,-99,329.0,25,DISTRICT30,BLISTER
ACT-AD,Feb 2025,HEALTH CENTER,1275.0,77.0,374.0,2954.0,,50.0,178,341.0,25,DISTRICT31,BLISTER
ART-SUP,Dec 2023,HEALTH CENTER,53.0,22.0,,,,8.0,67,,25,DISTRICT26,CAPSULE
QUIN,Aug 2024,HEALTH CENTER,,,,4.0,278.0,,-277,24.0,2,DISTRICT27,TABLET
PYRA-COMP,Jun 2024,HEALTH CENTER,,,198.0,,,7.0,-801,,1,DISTRICT1,TABLET
ART-SUP,May 2025,HEALTH CENTER,,479.0,272.0,1044.0,,32.0,-158,,30,DISTRICT13,CAPSULE
ACT-AD,May 2025,HEALTH CENTER,,362.0,1432.0,,1068.0,34.0,-16,,50,DISTRICT1,BLISTER
RDT,Aug 2025,HEALTH CENTER,1074.0,,591.0,1358.0,580.0,2183.0,-48,304.0,1,DISTRICT16,PIECE
ACT-INF,Feb 2025,HEALTH CENTER,205.0,0.0,87.0,,,393.0,420,38.0,30,DISTRICT11,BLISTER
ACT-AD,Oct 2024,HEALTH CENTER,549.0,,55.0,1306.0,,0.0,208,18.0,25,DISTRICT36,BLISTER
ITN,Jun 2025,HEALTH CENTER,1424.0,0.0,63.0,,459.0,82.0,194,147.0,30,DISTRICT10,PIECE
RDT,Jun 2024,HEALTH CENTER,238.0,19.0,316.0,560.0,505.0,2870.0,833,187.0,2,DISTRICT8,PIECE
RDT,Nov 2025,HEALTH CENTER,,382.0,450.0,2016.0,,149.0,116,291.0,2,DISTRICT9,PIECE
RDT,Jul 2025,HEALTH CENTER,195.0,0.0,0.0,168.0,,,-169,0.0,50,DISTRICT13,PIECE
ACT-AD,Jul 2024,HEALTH CENTER,,,227.0,,,9830.0,-641,251.0,30,DISTRICT36,BLISTER
ACT-INF,Jun 2024,HEALTH CENTER,9.0,0.0,,,,0.0,-356,,30,DISTRICT5,BLISTER
ITN,Jan 2024,HEALTH CENTER,122.0,0.0,15.0,,644.0,9.0,-55,4.0,50,DISTRICT35,PIECE
RDT,Apr 2025,REGIONAL HOSPITAL,2549.0,1088.0,,,,10362.0,-342,745.0,30,DISTRICT25,PIECE
ACT-GC,Nov 2025,HEALTH CENTER,92.0,7.0,,43.0,,234.0,-3,127.0,30,DISTRICT38,BLISTER
ACT-INF,Jul 2025,DISTRICT HOSPITAL,,1.0,6.0,146.0,,,-92,18.0,30,DISTRICT35,BLISTER
ACT-INF,Jan 2024,DISTRICT HOSPITAL,46.0,389.0,1.0,274.0,,12.0,-365,,30,DISTRICT1,BLISTER
ART-SUP,Mar 2025,HEALTH CENTER,,1.0,,576.0,347.0,,17,12.0,30,DISTRICT22,CAPSULE
ACT-GC,Nov 2024,HEALTH CENTER,265.0,0.0,47.0,486.0,,698.0,550,51.0,30,DISTRICT25,BLISTER
ITN,Mar 2025,HEALTH CENTER,,146.0,29.0,,,308.0,307,,30,DISTRICT16,PIECE
ACT-AD,May 2024,HEALTH CENTER,2746.0,224.0,368.0,1676.0,561.0,0.0,102,,1000,DISTRICT20,BLISTER
SP,Jan 2024,HEALTH CENTER,,,,1834.0,,559.0,478,339.0,1000,DISTRICT23,TABLET
ACT-AD,Nov 2025,HEALTH CENTER,40.0,,109.0,,,,525,37.0,2,DISTRICT37,BLISTER
ITN,Jan 2024,HEALTH CENTER,,1.0,63.0,112.0,,47.0,226,,1,DISTRICT31,PIECE
QUIN,Jan 2024,HEALTH CENTER,510.0,,38.0,116.0,517.0,33.0,-906,,1000,DISTRICT12,TABLET
ACT-GC,Jul 2024,HEALTH CENTER,106.0,,,843.0,,0.0,-171,0.0,30,DISTRICT38,BLISTER
PYRA-COMP,Apr 2024,HEALTH CENTER,19.0,0.0,61.0,22.0,,2864.0,58,11.0,25,DISTRICT30,TABLET
ITN,Apr 2024,HEALTH CENTER,,28.0,,228.0,,0.0,-109,8.0,1000,DISTRICT26,PIECE
RDT,Aug 2024,HEALTH CENTER,5.0,,,3.0,,98.0,-658,10.0,2,DISTRICT37,PIECE
ACT-SC,Feb 2025,HEALTH CENTER,621.0,4.0,382.0,,,2.0,53,,30,DISTRICT31,BLISTER
ART-INJ,Sep 2025,HEALTH CENTER,519.0,173.0,180.0,1029.0,360.0,0.0,312,33.0,1,DISTRICT31,VIAL
ART-INJ,Mar 2025,REGIONAL HOSPITAL,3030.0,,1717.0,,,3216.0,-473,993.0,25,DISTRICT29,VIAL
RDT,Aug 2024,HEALTH CENTER,3071.0,49.0,,,,0.0,-13,1047.0,30,DISTRICT1,PIECE
PYRA-COMP,Feb 2024,HEALTH CENTER,,0.0,139.0,,650.0,0.0,434,9.0,25,DISTRICT31,TABLET
ACT-AD,Sep 2025,HEALTH CENTER,,416.0,565.0,,,288.0,57,625.0,30,DISTRICT9,BLISTER
ACT-GC,Mar 2025,HEALTH CENTER,,1.0,,,,2.0,116,27.0,30,DISTRICT16,BLISTER
PYRA-SAC,Aug 2024,HEALTH CENTER,300.0,,11.0,112.0,,5.0,-782,,5,DISTRICT21,SACHET
PYRA-COMP,Oct 2025,HEALTH CENTER,2166.0,788.0,345.0,1367.0,,8.0,115,216.0,50,DISTRICT13,TABLET
ART-INJ,Mar 2024,HEALTH CENTER,2138.0,793.0,433.0,,1530.0,,-189,558.0,50,DISTRICT38,VIAL
ACT-GC,Jun 2025,REGIONAL HOSPITAL,667.0,,283.0,,,0.0,195,101.0,30,DISTRICT29,BLISTER
ACT-SC,Nov 2025,HEALTH CENTER,,129.0,410.0,1219.0,1470.0,8.0,254,226.0,25,DISTRICT13,BLISTER
ART-SUP,Jun 2025,REGIONAL HOSPITAL,,,2.0,152.0,,0.0,-455,2.0,2,DISTRICT36,CAPSULE
ITN,Apr 2024,HEALTH CENTER,127.0,396.0,,1241.0,,0.0,171,74.0,30,DISTRICT30,PIECE
ACT-INF,Feb 2024,HEALTH CENTER,108.0,0.0,,147.0,,359.0,346,72.0,30,DISTRICT16,BLISTER
SP,Oct 2024,HEALTH CENTER,82.0,0.0,23.0,,714.0,0.0,805,4.0,30,DISTRICT2,TABLET
PYRA-SAC,Jul 2025,HEALTH CENTER,2120.0,9.0,188.0,,,303.0,-587,110.0,5,DISTRICT29,SACHET
QUIN,Oct 2024,HEALTH CENTER,2284.0,37.0,1220.0,2701.0,,,-656,1570.0,30,DISTRICT18,TABLET
ART-INJ,Jun 2025,HEALTH CENTER,3067.0,,,,563.0,0.0,610,,2,DISTRICT31,VIAL
ACT-AD,Jan 2024,HEALTH CENTER,455.0,,71.0,757.0,,6.0,-510,93.0,2,DISTRICT3,BLISTER
ACT-AD,Apr 2025,HEALTH CENTER,,25.0,,138.0,,,-726,13.0,1,DISTRICT35,BLISTER
ACT-GC,Nov 2025,HEALTH CENTER,1360.0,750.0,,850.0,,116.0,374,,25,DISTRICT15,BLISTER
RDT,Mar 2025,HEALTH CENTER,2869.0,,,,,0.0,134,55.0,1,DISTRICT20,PIECE
ACT-AD,Mar 2024,HEALTH CENTER,4271.0,,1226.0,5319.0,,,126,,1,DISTRICT28,BLISTER
ACT-INF,Jul 2025,HEALTH CENTER,1684.0,1.0,,2273.0,298.0,272.0,-155,,30,DISTRICT19,BLISTER
ACT-INF,Feb 2024,HEALTH CENTER,23.0,197.0,,15.0,,117.0,-66,16.0,30,DISTRICT17,BLISTER
ART-SUP,Jan 2024,HEALTH CENTER,1541.0,1021.0,308.0,1331.0,,1.0,604,107.0,30,DISTRICT31,CAPSULE
ACT-GC,Jan 2025,HEALTH CENTER,11.0,24.0,,244.0,,,504,48.0,1000,DISTRICT19,BLISTER
ITN,Jul 2024,HEALTH CENTER,4405.0,4.0,729.0,,,10.0,-422,502.0,30,DISTRICT3,PIECE
ITN,May 2025,DISTRICT HOSPITAL,1353.0,103.0,338.0,,,1050.0,276,316.0,1,DISTRICT29,PIECE
ART-SUP,May 2024,HEALTH CENTER,477.0,43.0,113.0,49.0,,0.0,97,,25,DISTRICT4,CAPSULE
ITN,Dec 2023,HEALTH CENTER,,,,692.0,434.0,609.0,98,,30,DISTRICT1,PIECE
PYRA-COMP,Apr 2025,HEALTH CENTER,193.0,0.0,,,746.0,3786.0,131,6.0,2,DISTRICT2,TABLET
PYRA-SAC,Mar 2025,HEALTH CENTER,2112.0,340.0,433.0,614.0,,20.0,-564,481.0,5,DISTRICT12,SACHET
ACT-SC,May 2024,HEALTH CENTER,1376.0,,586.0,1474.0,,277.0,301,731.0,30,DISTRICT36,BLISTER
PYRA-COMP,Jan 2024,DISTRICT HOSPITAL,,3309.0,,1116.0,,,-430,70.0,2,DISTRICT36,TABLET
RDT,Mar 2024,HEALTH CENTER,622.0,,,459.0,204.0,,-624,,1,DISTRICT32,PIECE
ACT-AD,Dec 2023,HEALTH CENTER,832.0,14.0,,,,31.0,891,20.0,2,DISTRICT37,BLISTER
ACT-AD,Sep 2024,HEALTH CENTER,,49.0,,80.0,,,-249,,30,DISTRICT13,BLISTER
ART-SUP,Jan 2024,HEALTH CENTER,2204.0,1122.0,42.0,1816.0,,0.0,-216,45.0,5,DISTRICT31,CAPSULE
ART-SUP,Jan 2025,HEALTH CENTER,562.0,,105.0,191.0,,0.0,-445,17.0,1,DISTRICT19,CAPSULE
ART-INJ,Oct 2025,HEALTH CENTER,29.0,148.0,,191.0,,0.0,134,4.0,30,DISTRICT28,VIAL
RDT,Aug 2024,HEALTH CENTER,190.0,0.0,,110.0,,7.0,114,,30,DISTRICT19,PIECE
RDT,Jun 2025,HEALTH CENTER,258.0,1.0,79.0,91.0,1022.0,60.0,-87,,50,DISTRICT18,PIECE
ART-SUP,Jul 2025,HEALTH CENTER,988.0,,510.0,,,0.0,416,,2,DISTRICT16,CAPSULE
ITN,Jul 2025,HEALTH CENTER,218.0,,,306.0,1131.0,569.0,384,118.0,30,DISTRICT32,PIECE
RDT,Nov 2025,HEALTH CENTER,1178.0,,325.0,379.0,788.0,241.0,-245,343.0,25,DISTRICT24,PIECE
ART-SUP,Oct 2025,HEALTH CENTER,,237.0,244.0,801.0,,,-105,363.0,25,DISTRICT19,CAPSULE
ACT-INF,Feb 2025,HEALTH CENTER,4079.0,219.0,1037.0,2993.0,,239.0,-676,1628.0,1,DISTRICT28,BLISTER
