product_primaryname,processing_periods_name,facility_type_name,beginningbalance,quantityreceived,quantitydispensed,stockinhand,quantityrequested,quantityapproved,totallossesandadjustments,amc,packsize,zone,dispensingunit
QUIN,Feb 2024,HEALTH CENTER,,469.0,,,432.0,5013.0,601,289.0,1000,DISTRICT16,TABLET
ART-SUP,Apr 2025,HEALTH CENTER,,,50.0,290.0,,9.0,-319,6.0,30,DISTRICT24,CAPSULE
ACT-INF,Oct 2025,HEALTH CENTER,225.0,,,73.0,,4.0,324,33.0,30,DISTRICT1,BLISTER
SP,Nov 2024,DISTRICT HOSPITAL,1284.0,,202.0,,,,386,465.0,30,DISTRICT8,TABLET
PYRA-SAC,Dec 2023,HEALTH CENTER,1123.0,,287.0,2654.0,,2.0,-658,141.0,5,DISTRICT14,SACHET
ITN,Feb 2025,HEALTH CENTER,,530.0,,2706.0,,,403,,30,DISTRICT32,PIECE
PYRA-SAC,Dec 2024,HEALTH CENTER,1847.0,,676.0,3847.0,,71.0,-219,583.0,5,DISTRICT16,SACHET
ACT-AD,Jul 2024,HEALTH CENTER,,119.0,302.0,977.0,,4367.0,-313,,2,DISTRICT27,BLISTER
ITN,Mar 2024,HEALTH CENTER,461.0,5.0,,,,3.0,-198,,25,DISTRICT15,PIECE
ITN,Dec 2024,HEALTH CENTER,868.0,2001.0,717.0,958.0,,,757,,30,DISTRICT29,PIECE
PYRA-SAC,Nov 2024,HEALTH CENTER,,242.0,,2033.0,,4174.0,87,,1,DISTRICT32,SACHET
ACT-SC,Jun 2024,HEALTH CENTER,14.0,,,11.0,641.0,,53,,1,DISTRICT33,BLISTER
PYRA-COMP,Jul 2024,HEALTH CENTER,502.0,,73.0,,,0.0,-194,38.0,5,DISTRICT7,TABLET
PYRA-COMP,Oct 2025,HEALTH CENTER,,4.0,,712.0,,9394.0,-590,898.0,25,DISTRICT31,TABLET
ACT-INF,Feb 2025,HEALTH CENTER,,0.0,228.0,378.0,707.0,,844,168.0,30,DISTRICT14,BLISTER
PYRA-SAC,Jan 2024,HEALTH CENTER,614.0,13.0,132.0,,,23.0,-607,75.0,5,DISTRICT16,SACHET
ACT-INF,Sep 2025,DISTRICT HOSPITAL,2220.0,118.0,,4460.0,107.0,0.0,482,,50,DISTRICT23,BLISTER
ACT-INF,Nov 2024,HEALTH CENTER,2012.0,83.0,178.0,,564.0,,633,149.0,30,DISTRICT31,BLISTER
ART-INJ,Sep 2025,HEALTH CENTER,25.0,80.0,59.0,53.0,454.0,274.0,-720,1.0,25,DISTRICT25,VIAL
ACT-INF,Aug 2025,HEALTH CENTER,396.0,0.0,37.0,227.0,,0.0,130,12.0,1,DISTRICT24,BLISTER
ACT-INF,Feb 2025,HEALTH CENTER,112.0,146.0,186.0,,,431.0,191,57.0,30,DISTRICT9,BLISTER
SP,Nov 2025,DISTRICT HOSPITAL,2475.0,535.0,1267.0,3315.0,,4534.0,-401,1146.0,1000,DISTRICT16,TABLET
ACT-INF,Mar 2024,DISTRICT HOSPITAL,,,42.0,106.0,,0.0,43,,1,DISTRICT9,BLISTER
ACT-SC,Sep 2024,HEALTH CENTER,13.0,531.0,17.0,51.0,,,172,28.0,1,DISTRICT5,BLISTER
SP,Aug 2024,HEALTH CENTER,,,209.0,1562.0,,210.0,-821,47.0,1000,DISTRICT1,TABLET
ACT-SC,Feb 2024,HEALTH CENTER,973.0,1.0,687.0,682.0,,507.0,369,,30,DISTRICT8,BLISTER
ART-INJ,Oct 2024,HEALTH CENTER,,133.0,194.0,2463.0,,113.0,542,,30,DISTRICT20,VIAL
ITN,Oct 2025,NATIONAL HOSPITAL,,1089.0,277.0,318.0,,11.0,-885,,100,DISTRICT25,PIECE
ART-SUP,Feb 2024,HEALTH CENTER,270.0,,645.0,304.0,,1928.0,-642,882.0,1,DISTRICT4,CAPSULE
ART-INJ,Mar 2025,HEALTH CENTER,2123.0,1.0,,485.0,,,-288,297.0,50,DISTRICT30,VIAL
ART-SUP,Nov 2024,HEALTH CENTER,6.0,0.0,,,1122.0,4179.0,-187,,2,DISTRICT23,CAPSULE
ART-INJ,Feb 2025,HEALTH CENTER,336.0,,151.0,,,0.0,-534,102.0,50,DISTRICT10,VIAL
ACT-SC,Nov 2024,HEALTH CENTER,124.0,3.0,58.0,136.0,205.0,33.0,204,,30,DISTRICT25,BLISTER
ACT-GC,Oct 2024,HEALTH CENTER,,23.0,268.0,1475.0,,76.0,89,245.0,1000,DISTRICT28,BLISTER
ART-SUP,Jun 2025,HEALTH CENTER,,,48.0,372.0,,,1467,101.0,5,DISTRICT13,CAPSULE
ACT-AD,Jun 2024,HEALTH CENTER,3440.0,872.0,,2851.0,736.0,682.0,24,,1,DISTRICT36,BLISTER
ACT-AD,Sep 2024,HEALTH CENTER,3333.0,0.0,401.0,,,315.0,-357,189.0,50,DISTRICT25,BLISTER
PYRA-COMP,Feb 2025,HEALTH CENTER,,,290.0,1093.0,,213.0,-506,328.0,5,DISTRICT20,TABLET
RDT,May 2024,HEALTH CENTER,,80.0,,2106.0,,,-199,1101.0,1000,DISTRICT23,PIECE
ART-INJ,Feb 2025,HEALTH CENTER,964.0,47.0,,637.0,,,-257,238.0,30,DISTRICT16,VIAL
ACT-SC,Jul 2024,HEALTH CENTER,,,456.0,1790.0,,77.0,251,,30,DISTRICT28,BLISTER
QUIN,Mar 2024,HEALTH CENTER,2198.0,,360.0,1402.0,,1.0,-203,,30,DISTRICT29,TABLET
PYRA-COMP,Sep 2024,HEALTH CENTER,,28.0,117.0,237.0,,977.0,417,88.0,2,DISTRICT16,TABLET
SP,Mar 2025,HEALTH CENTER,2.0,9.0,,,,21.0,96,1.0,30,DISTRICT2,TABLET
SP,Jun 2024,HEALTH CENTER,1095.0,,,311.0,736.0,8.0,-980,251.0,30,DISTRICT12,TABLET
ART-INJ,May 2025,HEALTH CENTER,1790.0,789.0,756.0,3273.0,1343.0,509.0,-335,,1000,DISTRICT5,VIAL
PYRA-COMP,Oct 2025,HEALTH CENTER,,62.0,88.0,958.0,,0.0,-184,68.0,25,DISTRICT23,TABLET
ACT-INF,Dec 2024,HEALTH CENTER,2193.0,13.0,699.0,,,59.0,-578,396.0,1,DISTRICT26,BLISTER
ACT-INF,Apr 2024,HEALTH CENTER,,,506.0,1314.0,,1377.0,-642,97.0,1000,DISTRICT36,BLISTER
ACT-SC,Jun 2024,HEALTH CENTER,,315.0,234.0,736.0,553.0,1.0,205,,1000,DISTRICT21,BLISTER
SP,Jun 2024,HEALTH CENTER,116.0,330.0,259.0,870.0,,491.0,1013,351.0,30,DISTRICT29,TABLET
QUIN,Mar 2024,HEALTH CENTER,385.0,,,,,8.0,-22,62.0,30,DISTRICT9,TABLET
RDT,Nov 2025,HEALTH CENTER,876.0,407.0,284.0,579.0,,44.0,-398,168.0,25,DISTRICT15,PIECE
ACT-INF,Jan 2025,HEALTH CENTER,4367.0,372.0,1699.0,5611.0,,0.0,-409,,1000,DISTRICT2,BLISTER
QUIN,Jan 2025,HEALTH CENTER,972.0,16.0,160.0,1154.0,,,-736,66.0,30,DISTRICT32,TABLET
QUIN,Feb 2025,HEALTH CENTER,,1039.0,861.0,7200.0,,21.0,-303,323.0,1000,DISTRICT9,TABLET
RDT,Jun 2025,HEALTH CENTER,1557.0,,516.0,,,24.0,-1506,714.0,2,DISTRICT9,PIECE
ACT-GC,Jul 2024,HEALTH CENTER,298.0,4.0,,630.0,,1.0,-250,56.0,1000,DISTRICT10,BLISTER
ACT-INF,May 2025,HEALTH CENTER,702.0,48.0,223.0,205.0,,92.0,-340,114.0,1000,DISTRICT2,BLISTER
PYRA-COMP,Mar 2025,HEALTH CENTER,,,783.0,1765.0,1709.0,1305.0,-529,,1,DISTRICT16,TABLET
ACT-INF,Feb 2025,HEALTH CENTER,2220.0,,1216.0,,,1296.0,285,1330.0,30,DISTRICT3,BLISTER
RDT,Feb 2025,HEALTH CENTER,,3.0,234.0,,,0.0,-351,159.0,50,DISTRICT26,PIECE
PYRA-SAC,Jan 2024,HEALTH CENTER,827.0,,98.0,1135.0,637.0,1.0,-120,20.0,1,DISTRICT18,SACHET
ITN,Nov 2025,HEALTH CENTER,,0.0,,1223.0,,10756.0,-720,927.0,1000,DISTRICT20,PIECE
PYRA-SAC,Nov 2025,HEALTH CENTER,1665.0,565.0,,673.0,,321.0,795,151.0,1,DISTRICT36,SACHET
ACT-GC,Mar 2024,HEALTH CENTER,708.0,0.0,156.0,37.0,,1138.0,-769,,50,DISTRICT15,BLISTER
SP,Jun 2025,HEALTH CENTER,304.0,201.0,67.0,,714.0,0.0,-694,,100,DISTRICT29,TABLET
PYRA-SAC,Dec 2024,HEALTH CENTER,57.0,9.0,70.0,491.0,,118.0,1240,15.0,5,DISTRICT9,SACHET
ACT-GC,Jul 2024,HEALTH CENTER,65.0,46.0,177.0,38.0,,3170.0,523,52.0,30,DISTRICT13,BLISTER
ACT-SC,Jul 2024,HEALTH CENTER,292.0,,110.0,76.0,,5.0,-325,,30,DISTRICT14,BLISTER
ACT-INF,Feb 2024,HEALTH CENTER,,0.0,,204.0,,0.0,1587,1.0,30,DISTRICT24,BLISTER
ART-INJ,Jan 2025,HEALTH CENTER,372.0,0.0,40.0,1663.0,,0.0,-525,237.0,1,DISTRICT35,VIAL
QUIN,Jul 2025,HEALTH CENTER,41.0,,,429.0,246.0,0.0,13,32.0,30,DISTRICT14,TABLET
RDT,Oct 2024,HEALTH CENTER,1.0,29.0,42.0,,,195.0,101,13.0,30,DISTRICT37,PIECE
ITN,Feb 2024,HEALTH CENTER,1425.0,0.0,60.0,,220.0,0.0,-95,72.0,30,DISTRICT24,PIECE
ACT-AD,Aug 2025,DISTRICT HOSPITAL,74.0,10.0,30.0,76.0,,620.0,329,,50,DISTRICT5,BLISTER
RDT,Jun 2025,HEALTH CENTER,19.0,55.0,2.0,,,,27,,5,DISTRICT31,PIECE
QUIN,Aug 2025,HEALTH CENTER,843.0,4.0,18.0,,,4.0,127,19.0,1000,DISTRICT35,TABLET
ACT-INF,Apr 2024,DISTRICT HOSPITAL,11.0,0.0,7.0,9.0,1467.0,0.0,147,6.0,50,DISTRICT23,BLISTER
ACT-SC,Jun 2024,HEALTH CENTER,105.0,11.0,,,,,369,,30,DISTRICT31,BLISTER
SP,Apr 2025,HEALTH CENTER,731.0,0.0,,,,108.0,424,309.0,30,DISTRICT12,TABLET
SP,Feb 2025,HEALTH CENTER,,2.0,1391.0,3197.0,,9.0,85,1240.0,25,DISTRICT36,TABLET
PYRA-COMP,Apr 2024,HEALTH CENTER,,,794.0,,,,1,883.0,1,DISTRICT23,TABLET
PYRA-COMP,Jan 2025,HEALTH CENTER,3.0,67.0,,4.0,,424.0,175,,50,DISTRICT25,TABLET
ART-SUP,Apr 2024,HEALTH CENTER,7.0,,,71.0,592.0,180.0,-512,129.0,25,DISTRICT32,CAPSULE
SP,Aug 2024,HEALTH CENTER,396.0,0.0,39.0,59.0,,16.0,-216,,1000,DISTRICT33,TABLET
ACT-GC,Apr 2024,HEALTH CENTER,3036.0,,215.0,,424.0,0.0,-794,26.0,30,DISTRICT21,BLISTER
ACT-INF,Jan 2025,HEALTH CENTER,,2.0,8.0,,,349.0,-46,7.0,30,DISTRICT27,BLISTER
ACT-SC,Sep 2024,HEALTH CENTER,15.0,15.0,,,,0.0,606,,1,DISTRICT19,BLISTER
ACT-GC,Jul 2024,DISTRICT HOSPITAL,4134.0,,959.0,,,3839.0,54,1545.0,1000,DISTRICT10,BLISTER
ITN,Feb 2024,HEALTH CENTER,1.0,,12.0,35.0,,1523.0,447,,1,DISTRICT35,PIECE
PYRA-SAC,Dec 2023,HEALTH CENTER,230.0,1.0,85.0,180.0,,113.0,-330,,5,DISTRICT7,SACHET
PYRA-SAC,Dec 2024,HEALTH CENTER,84.0,1.0,66.0,100.0,,8.0,-691,31.0,5,DISTRICT30,SACHET
ACT-AD,Oct 2024,HEALTH CENTER,990.0,,195.0,,,2132.0,-728,167.0,25,DISTRICT20,BLISTER
ACT-INF,Jul 2025,HEALTH CENTER,,36.0,,66.0,,0.0,-235,42.0,1,DISTRICT5,BLISTER
SP,Feb 2024,HEALTH CENTER,,0.0,33.0,,,,106,10.0,30,DISTRICT9,TABLET
ACT-AD,Jul 2024,HEALTH CENTER,,1.0,,584.0,,11.0,-617,405.0,1,DISTRICT30,BLISTER
QUIN,Feb 2024,DISTRICT HOSPITAL,197.0,0.0,,31.0,,21.0,-733,5.0,1,DISTRICT18,TABLET
ART-SUP,Oct 2024,REGIONAL HOSPITAL,2150.0,,244.0,,,3.0,-359,210.0,1,DISTRICT9,CAPSULE
PYRA-SAC,Apr 2024,HEALTH CENTER,12.0,67.0,,104.0,619.0,0.0,134,1.0,1,DISTRICT24,SACHET
PYRA-SAC,Sep 2024,HEALTH CENTER,152.0,6.0,,,,0.0,201,106.0,1,DISTRICT32,SACHET
QUIN,Dec 2024,HEALTH CENTER,1098.0,2.0,452.0,1821.0,,,171,423.0,1000,DISTRICT6,TABLET
SP,Jan 2024,HEALTH CENTER,813.0,2.0,96.0,,,7.0,342,32.0,30,DISTRICT12,TABLET
ACT-AD,Jun 2024,HEALTH CENTER,2446.0,,265.0,369.0,,0.0,-381,147.0,30,DISTRICT23,BLISTER
PYRA-SAC,Sep 2025,HEALTH CENTER,,184.0,210.0,3673.0,,103.0,-144,187.0,2,DISTRICT17,SACHET
ITN,Jun 2024,HEALTH CENTER,1529.0,0.0,376.0,,,1048.0,-201,,1,DISTRICT13,PIECE
ART-INJ,Nov 2025,DISTRICT HOSPITAL,10.0,0.0,0.0,5.0,,0.0,105,,30,DISTRICT33,VIAL
ACT-GC,Oct 2025,HEALTH CENTER,,0.0,,17.0,,2.0,2,108.0,1000,DISTRICT3,BLISTER
ART-INJ,Jul 2024,HEALTH CENTER,1.0,,2.0,,,1451.0,-89,5.0,1,DISTRICT20,VIAL
PYRA-SAC,Dec 2024,HEALTH CENTER,,,,14.0,1330.0,,939,1.0,5,DISTRICT18,SACHET
ART-INJ,May 2024,HEALTH CENTER,94.0,0.0,116.0,,,96.0,-569,,50,DISTRICT6,VIAL
PYRA-SAC,Nov 2024,HEALTH CENTER,2226.0,758.0,542.0,,,4002.0,-313,,1,DISTRICT37,SACHET
SP,Aug 2024,HEALTH CENTER,3492.0,,,3083.0,,1689.0,11,1073.0,1000,DISTRICT28,TABLET
PYRA-COMP,Mar 2024,HEALTH CENTER,199.0,,137.0,1108.0,,288.0,-84,206.0,2,DISTRICT13,TABLET
PYRA-COMP,Jan 2025,HEALTH CENTER,943.0,118.0,,,589.0,369.0,-82,,2,DISTRICT21,TABLET
ITN,Jun 2024,HEALTH CENTER,641.0,350.0,,1232.0,,10.0,-651,109.0,1000,DISTRICT23,PIECE
PYRA-SAC,May 2025,HEALTH CENTER,,,,,887.0,39.0,72,,5,DISTRICT37,SACHET
ITN,Mar 2025,HEALTH CENTER,188.0,,,,,,366,24.0,30,DISTRICT17,PIECE
PYRA-COMP,Sep 2025,HEALTH CENTER,511.0,1373.0,255.0,,375.0,115.0,-164,191.0,1,DISTRICT1,TABLET
ITN,May 2024,HEALTH CENTER,113.0,,86.0,,,,-24,,1,DISTRICT23,PIECE
QUIN,Mar 2024,HEALTH CENTER,28.0,0.0,63.0,149.0,,52.0,-395,8.0,1000,DISTRICT28,TABLET
PYRA-COMP,Aug 2024,HEALTH CENTER,363.0,0.0,18.0,125.0,912.0,,-253,,1,DISTRICT32,TABLET
ACT-GC,Mar 2025,HEALTH CENTER,,,,823.0,230.0,,-508,114.0,30,DISTRICT13,BLISTER
ACT-SC,Mar 2024,HEALTH CENTER,665.0,,,647.0,1036.0,1111.0,210,101.0,30,DISTRICT35,BLISTER
ART-INJ,Sep 2025,HEALTH CENTER,666.0,,,701.0,,,-17,27.0,30,DISTRICT5,VIAL
QUIN,Aug 2024,HEALTH CENTER,788.0,5.0,597.0,1478.0,953.0,236.0,668,382.0,30,DISTRICT23,TABLET
PYRA-SAC,Feb 2024,HEALTH CENTER,403.0,,110.0,66.0,,,-209,,2,DISTRICT33,SACHET
PYRA-COMP,Jun 2024,DISTRICT HOSPITAL,,,12.0,108.0,,14.0,-120,24.0,1,DISTRICT9,TABLET
ACT-GC,Feb 2025,HEALTH CENTER,2163.0,21.0,1017.0,,,506.0,-310,269.0,30,DISTRICT29,BLISTER
ART-SUP,Dec 2024,HEALTH CENTER,444.0,0.0,113.0,109.0,916.0,43.0,345,32.0,5,DISTRICT9,CAPSULE
ACT-SC,Jul 2024,HEALTH CENTER,425.0,,318.0,2641.0,437.0,19.0,-794,,30,DISTRICT10,BLISTER
ACT-SC,Dec 2024,HEALTH CENTER,444.0,433.0,938.0,,,487.0,-385,,2,DISTRICT24,BLISTER
ART-SUP,Sep 2025,HEALTH CENTER,2241.0,,293.0,2140.0,217.0,0.0,168,,30,DISTRICT1,CAPSULE
ART-SUP,Aug 2024,HEALTH CENTER,14.0,271.0,8.0,,179.0,0.0,-281,,1,DISTRICT8,CAPSULE
ACT-INF,Jan 2024,HEALTH CENTER,341.0,95.0,480.0,,,2469.0,308,344.0,50,DISTRICT7,BLISTER
ACT-GC,Sep 2024,HEALTH CENTER,967.0,,109.0,641.0,,0.0,558,95.0,30,DISTRICT26,BLISTER
ART-INJ,Sep 2024,HEALTH CENTER,,,238.0,921.0,145.0,2.0,454,206.0,30,DISTRICT29,VIAL
ART-SUP,Aug 2025,DISTRICT HOSPITAL,2088.0,6.0,313.0,1261.0,,1186.0,-111,,100,DISTRICT38,CAPSULE
ACT-AD,Feb 2025,HEALTH CENTER,1078.0,1.0,,,,77.0,-1000,528.0,30,DISTRICT5,BLISTER
ACT-INF,Aug 2025,REGIONAL HOSPITAL,2071.0,,,1824.0,,0.0,-228,267.0,50,DISTRICT3,BLISTER
ACT-AD,Jun 2025,HEALTH CENTER,356.0,25.0,36.0,,,0.0,-309,8.0,1,DISTRICT18,BLISTER
ACT-INF,Nov 2025,HEALTH CENTER,1567.0,7.0,587.0,1947.0,,1559.0,-14,741.0,25,DISTRICT8,BLISTER
ITN,Jun 2025,HEALTH CENTER,260.0,,,352.0,,1548.0,-97,294.0,25,DISTRICT23,PIECE
PYRA-SAC,Mar 2025,REGIONAL HOSPITAL,1632.0,10.0,531.0,1183.0,,81.0,-48,776.0,1,DISTRICT32,SACHET
PYRA-SAC,Nov 2025,HEALTH CENTER,801.0,3.0,77.0,,,72.0,-491,63.0,5,DISTRICT16,SACHET
PYRA-SAC,Jun 2025,HEALTH CENTER,,,,2911.0,1525.0,,559,733.0,25,DISTRICT25,SACHET
ART-INJ,Mar 2025,HEALTH CENTER,390.0,,9.0,673.0,,0.0,-1049,,1,DISTRICT37,VIAL
RDT,Apr 2025,DISTRICT HOSPITAL,,269.0,294.0,614.0,,349.0,-204,,30,DISTRICT24,PIECE
PYRA-SAC,Dec 2023,HEALTH CENTER,24.0,,2.0,211.0,820.0,57.0,-614,2.0,5,DISTRICT9,SACHET
ITN,Sep 2025,HEALTH CENTER,2536.0,201.0,,3306.0,,1754.0,-319,1145.0,30,DISTRICT3,PIECE
RDT,May 2024,HEALTH CENTER,564.0,95.0,,,,,-162,9.0,1,DISTRICT36,PIECE
ACT-GC,Nov 2025,HEALTH CENTER,599.0,,168.0,364.0,403.0,281.0,-418,,1000,DISTRICT28,BLISTER
RDT,Oct 2025,HEALTH CENTER,1446.0,395.0,415.0,,,2061.0,-737,,50,DISTRICT20,PIECE
ART-INJ,Feb 2024,HEALTH CENTER,,,,,,538.0,-188,379.0,1,DISTRICT36,VIAL
ART-INJ,Aug 2025,HEALTH CENTER,1325.0,,230.0,1494.0,,11303.0,97,114.0,30,DISTRICT36,VIAL
PYRA-COMP,Sep 2025,HEALTH CENTER,527.0,0.0,92.0,143.0,,50.0,-401,198.0,25,DISTRICT12,TABLET
PYRA-SAC,Dec 2024,HEALTH CENTER,2029.0,32.0,,581.0,,0.0,-224,236.0,50,DISTRICT1,SACHET
ITN,Nov 2024,HEALTH CENTER,,24.0,37.0,74.0,,0.0,-193,14.0,30,DISTRICT32,PIECE
ACT-GC,Jun 2024,HEALTH CENTER,128.0,0.0,,,,69.0,-313,4.0,1000,DISTRICT36,BLISTER
RDT,Feb 2024,HEALTH CENTER,648.0,,359.0,622.0,2275.0,2218.0,-379,184.0,30,DISTRICT17,PIECE
ART-SUP,Sep 2025,HEALTH CENTER,,15.0,1243.0,700.0,,7.0,-176,875.0,1,DISTRICT15,CAPSULE
QUIN,Jul 2024,HEALTH CENTER,241.0,1.0,150.0,154.0,,457.0,-531,,30,DISTRICT33,TABLET
PYRA-SAC,Nov 2024,HEALTH CENTER,621.0,524.0,175.0,1402.0,,1067.0,-558,,25,DISTRICT9,SACHET
RDT,May 2025,HEALTH CENTER,,3.0,994.0,,362.0,371.0,-363,975.0,30,DISTRICT32,PIECE
RDT,Dec 2023,HEALTH CENTER,4312.0,58.0,,2838.0,,340.0,18,534.0,25,DISTRICT3,PIECE
ACT-GC,Jan 2024,HEALTH CENTER,1115.0,64.0,,,,0.0,-494,458.0,1000,DISTRICT33,BLISTER
ACT-INF,Aug 2024,HEALTH CENTER,,8.0,415.0,376.0,362.0,918.0,-251,231.0,1,DISTRICT32,BLISTER
ACT-GC,Aug 2025,DISTRICT HOSPITAL,6437.0,1.0,1010.0,8302.0,,13.0,-789,669.0,30,DISTRICT3,BLISTER
SP,Oct 2024,HEALTH CENTER,579.0,0.0,184.0,,1202.0,2.0,-507,75.0,30,DISTRICT1,TABLET
ACT-GC,Sep 2025,HEALTH CENTER,407.0,236.0,85.0,926.0,,20.0,405,52.0,30,DISTRICT16,BLISTER
ACT-AD,Feb 2024,HEALTH CENTER,,,392.0,495.0,893.0,627.0,-231,255.0,2,DISTRICT11,BLISTER
ART-SUP,May 2024,HEALTH CENTER,4190.0,480.0,1308.0,4933.0,,,51,715.0,25,DISTRICT9,CAPSULE
