product_primaryname,processing_periods_name,facility_type_name,beginningbalance,quantityreceived,quantitydispensed,stockinhand,quantityrequested,quantityapproved,totallossesandadjustments,amc,packsize,zone,dispensingunit
QUIN,May 2025,HEALTH CENTER,203.0,,,408.0,239.0,0.0,-440,15.0,30,DISTRICT25,TABLET
RDT,May 2025,HEALTH CENTER,343.0,0.0,61.0,386.0,,,140,19.0,30,DISTRICT29,PIECE
SP,May 2024,HEALTH CENTER,668.0,,154.0,113.0,,7.0,-257,103.0,1000,DISTRICT3,TABLET
PYRA-SAC,May 2025,HEALTH CENTER,,535.0,366.0,846.0,,2192.0,947,224.0,5,DISTRICT31,SACHET
QUIN,Apr 2025,HEALTH CENTER,119.0,,52.0,127.0,,2.0,452,1.0,30,DISTRICT28,TABLET
RDT,Apr 2025,HEALTH CENTER,3146.0,2.0,58.0,974.0,,1.0,218,23.0,25,DISTRICT12,PIECE
ACT-SC,Feb 2024,REGIONAL HOSPITAL,3244.0,,1409.0,5493.0,,2912.0,-689,,30,DISTRICT3,BLISTER
ACT-GC,Feb 2025,HEALTH CENTER,1608.0,184.0,,,,,-183,180.0,1000,DISTRICT18,BLISTER
RDT,May 2024,HEALTH CENTER,416.0,1.0,27.0,730.0,845.0,0.0,-7,23.0,1,DISTRICT29,PIECE
ACT-SC,Nov 2025,HEALTH CENTER,89.0,,34.0,,,,-652,,30,DISTRICT7,BLISTER
SP,Jan 2024,HEALTH CENTER,894.0,,30.0,133.0,,37.0,342,,30,DISTRICT29,TABLET
ACT-AD,Aug 2024,HEALTH CENTER,,,391.0,327.0,,558.0,-240,372.0,30,DISTRICT21,BLISTER
ART-SUP,Nov 2024,HEALTH CENTER,,0.0,11.0,,,6.0,-451,14.0,50,DISTRICT15,CAPSULE
ACT-SC,Aug 2024,HEALTH CENTER,573.0,12.0,161.0,,1078.0,197.0,125,216.0,30,DISTRICT13,BLISTER
RDT,Sep 2024,HEALTH CENTER,14.0,6.0,23.0,106.0,291.0,0.0,160,33.0,30,DISTRICT26,PIECE
RDT,Aug 2024,HEALTH CENTER,1665.0,,554.0,,394.0,,-581,575.0,100,DISTRICT3,PIECE
ACT-INF,Sep 2025,HEALTH CENTER,1450.0,114.0,,1476.0,,1.0,-127,234.0,1000,DISTRICT25,BLISTER
QUIN,Feb 2025,HEALTH CENTER,2874.0,99.0,608.0,,556.0,2.0,-340,571.0,1000,DISTRICT20,TABLET
ART-INJ,Jun 2024,HEALTH CENTER,547.0,0.0,467.0,695.0,,,413,325.0,100,DISTRICT16,VIAL
RDT,May 2025,HEALTH CENTER,1496.0,0.0,,,277.0,0.0,-725,54.0,30,DISTRICT19,PIECE
ITN,Feb 2024,HEALTH CENTER,1956.0,2.0,,617.0,,0.0,-37,47.0,25,DISTRICT27,PIECE
ACT-GC,Aug 2025,HEALTH CENTER,228.0,3.0,142.0,319.0,548.0,26.0,-126,,1000,DISTRICT25,BLISTER
SP,Mar 2024,HEALTH CENTER,508.0,,135.0,225.0,739.0,451.0,-541,70.0,30,DISTRICT16,TABLET
RDT,Oct 2025,HEALTH CENTER,1464.0,,638.0,291.0,800.0,130.0,409,283.0,50,DISTRICT20,PIECE
ART-INJ,Jul 2024,HEALTH CENTER,1105.0,275.0,,1310.0,185.0,1.0,95,319.0,1,DISTRICT20,VIAL
ART-INJ,Dec 2024,HEALTH CENTER,2079.0,,587.0,4869.0,,394.0,602,689.0,30,DISTRICT17,VIAL
ACT-INF,Mar 2025,HEALTH CENTER,,,120.0,,1581.0,1106.0,-60,,1000,DISTRICT33,BLISTER
PYRA-COMP,Jan 2025,HEALTH CENTER,488.0,556.0,344.0,580.0,,652.0,-823,175.0,50,DISTRICT36,TABLET
ACT-GC,Jan 2025,HEALTH CENTER,404.0,0.0,,138.0,,1.0,-1148,,1,DISTRICT22,BLISTER
ACT-GC,Aug 2025,HEALTH CENTER,1899.0,0.0,821.0,657.0,,1012.0,71,1201.0,100,DISTRICT33,BLISTER
ACT-SC,Jul 2024,HEALTH CENTER,76.0,5.0,,144.0,253.0,0.0,358,1.0,30,DISTRICT3,BLISTER
ACT-INF,Aug 2024,REGIONAL HOSPITAL,283.0,,,578.0,,5558.0,111,78.0,25,DISTRICT33,BLISTER
ART-INJ,Sep 2024,HEALTH CENTER,803.0,,158.0,743.0,,0.0,247,164.0,50,DISTRICT25,VIAL
ACT-INF,Oct 2025,HEALTH CENTER,806.0,51.0,323.0,1523.0,,,59,67.0,1,DISTRICT8,BLISTER
ACT-AD,Dec 2024,HEALTH CENTER,2040.0,,,1702.0,314.0,9.0,-137,294.0,30,DISTRICT21,BLISTER
SP,Mar 2025,HEALTH CENTER,,1.0,114.0,92.0,,,-20,77.0,50,DISTRICT13,TABLET
ART-SUP,Jan 2025,HEALTH CENTER,,3.0,,22.0,303.0,207.0,634,1.0,2,DISTRICT33,CAPSULE
ACT-GC,Apr 2024,HEALTH CENTER,,0.0,251.0,469.0,,856.0,-268,26.0,30,DISTRICT21,BLISTER
ACT-SC,Jul 2025,HEALTH CENTER,155.0,,10.0,78.0,,7.0,130,4.0,1,DISTRICT30,BLISTER
ACT-GC,Aug 2024,HEALTH CENTER,,,75.0,2510.0,,1.0,136,46.0,1000,DISTRICT31,BLISTER
PYRA-COMP,Jun 2025,HEALTH CENTER,,,43.0,,,34.0,624,24.0,2,DISTRICT14,TABLET
ITN,Sep 2024,HEALTH CENTER,,,65.0,154.0,,0.0,-789,,30,DISTRICT28,PIECE
ART-INJ,Dec 2023,HEALTH CENTER,3038.0,527.0,348.0,,,539.0,-319,391.0,1000,DISTRICT25,VIAL
ART-SUP,Oct 2025,HEALTH CENTER,21.0,33.0,,271.0,,415.0,452,1.0,2,DISTRICT14,CAPSULE
RDT,May 2024,HEALTH CENTER,,0.0,1630.0,,,,286,,30,DISTRICT31,PIECE
ACT-SC,Mar 2024,HEALTH CENTER,,,15.0,135.0,,,298,6.0,1,DISTRICT31,BLISTER
ACT-GC,Dec 2023,DISTRICT HOSPITAL,,0.0,,,229.0,347.0,688,226.0,100,DISTRICT20,BLISTER
ITN,Nov 2025,HEALTH CENTER,120.0,2.0,97.0,,896.0,,8,,30,DISTRICT22,PIECE
ACT-SC,Jul 2025,HEALTH CENTER,2878.0,1.0,417.0,,1664.0,0.0,-29,368.0,30,DISTRICT23,BLISTER
PYRA-SAC,Nov 2025,HEALTH CENTER,,40.0,113.0,179.0,,1740.0,39,115.0,2,DISTRICT21,SACHET
ACT-AD,Dec 2023,HEALTH CENTER,,2.0,1969.0,,,1351.0,-569,2337.0,2,DISTRICT37,BLISTER
ACT-AD,Feb 2024,HEALTH CENTER,1535.0,,,1181.0,,1.0,-41,125.0,1,DISTRICT15,BLISTER
PYRA-SAC,May 2025,HEALTH CENTER,,94.0,770.0,1765.0,,,-251,,1,DISTRICT28,SACHET
ITN,Jun 2024,HEALTH CENTER,330.0,4.0,150.0,905.0,,0.0,322,,30,DISTRICT31,PIECE
SP,Jul 2024,HEALTH CENTER,1560.0,1.0,699.0,,,141.0,374,,30,DISTRICT19,TABLET
ART-SUP,Dec 2024,HEALTH CENTER,664.0,,,,575.0,,550,108.0,1,DISTRICT1,CAPSULE
SP,Jun 2025,HEALTH CENTER,996.0,,174.0,1234.0,,804.0,90,132.0,1000,DISTRICT30,TABLET
ACT-INF,May 2025,HEALTH CENTER,4585.0,,,4022.0,,1831.0,140,1624.0,1000,DISTRICT32,BLISTER
ACT-AD,Feb 2024,HEALTH CENTER,1607.0,186.0,355.0,466.0,574.0,34.0,393,435.0,1,DISTRICT15,BLISTER
ACT-GC,Jul 2024,DISTRICT HOSPITAL,,8.0,,,,0.0,-435,1.0,1,DISTRICT7,BLISTER
ACT-INF,Feb 2024,HEALTH CENTER,3586.0,0.0,560.0,1458.0,,,-335,668.0,30,DISTRICT37,BLISTER
ACT-INF,Aug 2025,HEALTH CENTER,620.0,605.0,483.0,1324.0,,13.0,-1000,224.0,1,DISTRICT21,BLISTER
ART-SUP,Oct 2024,HEALTH CENTER,748.0,0.0,135.0,141.0,569.0,,99,27.0,30,DISTRICT14,CAPSULE
RDT,Oct 2025,HEALTH CENTER,2513.0,297.0,357.0,2130.0,,2.0,350,205.0,5,DISTRICT32,PIECE
ART-INJ,Feb 2024,HEALTH CENTER,299.0,69.0,219.0,1025.0,1223.0,56.0,241,,30,DISTRICT25,VIAL
ART-INJ,Oct 2025,HEALTH CENTER,,,301.0,1142.0,,34.0,227,166.0,50,DISTRICT26,VIAL
ART-INJ,Jul 2024,HEALTH CENTER,,56.0,54.0,260.0,,,-33,6.0,30,DISTRICT21,VIAL
ACT-SC,Mar 2024,HEALTH CENTER,313.0,8.0,38.0,569.0,,0.0,-543,,30,DISTRICT25,BLISTER
QUIN,Jun 2025,HEALTH CENTER,,614.0,,991.0,,124.0,-1185,225.0,30,DISTRICT31,TABLET
ACT-INF,Jun 2025,HEALTH CENTER,6489.0,905.0,854.0,,,,-866,760.0,30,DISTRICT2,BLISTER
ART-INJ,Jul 2025,HEALTH CENTER,761.0,54.0,159.0,1240.0,1211.0,14.0,19,27.0,30,DISTRICT33,VIAL
ITN,Jun 2024,DISTRICT HOSPITAL,314.0,,142.0,1346.0,300.0,,327,,30,DISTRICT9,PIECE
ACT-SC,Jun 2025,HEALTH CENTER,,4.0,69.0,,,0.0,-139,22.0,30,DISTRICT8,BLISTER
ITN,Jan 2025,HEALTH CENTER,9.0,805.0,34.0,211.0,449.0,,413,,30,DISTRICT30,PIECE
PYRA-SAC,Aug 2024,HEALTH CENTER,188.0,90.0,,1248.0,216.0,0.0,417,20.0,5,DISTRICT6,SACHET
PYRA-SAC,Oct 2024,HEALTH CENTER,,,75.0,,,9.0,271,,2,DISTRICT33,SACHET
RDT,Apr 2024,DISTRICT HOSPITAL,57.0,2.0,63.0,171.0,,861.0,-323,15.0,1,DISTRICT3,PIECE
ART-INJ,Sep 2024,HEALTH CENTER,2461.0,3.0,79.0,2345.0,,0.0,-118,7.0,1,DISTRICT9,VIAL
ART-INJ,Apr 2024,HEALTH CENTER,,,73.0,,252.0,6.0,752,9.0,1000,DISTRICT26,VIAL
ACT-AD,Jul 2024,HEALTH CENTER,,51.0,24.0,,,,-58,3.0,30,DISTRICT12,BLISTER
RDT,May 2024,HEALTH CENTER,677.0,0.0,281.0,556.0,,87.0,387,81.0,30,DISTRICT31,PIECE
ACT-INF,Nov 2024,HEALTH CENTER,,,,1033.0,,0.0,-273,,1,DISTRICT3,BLISTER
PYRA-COMP,Sep 2024,HEALTH CENTER,742.0,146.0,159.0,1854.0,,,-247,,25,DISTRICT4,TABLET
QUIN,Jul 2025,HEALTH CENTER,,,256.0,,,1.0,57,192.0,1000,DISTRICT1,TABLET
ACT-AD,Jul 2025,HEALTH CENTER,5674.0,2.0,,,2125.0,3276.0,206,230.0,1,DISTRICT28,BLISTER
SP,Jun 2024,HEALTH CENTER,204.0,173.0,74.0,,1260.0,28.0,64,,30,DISTRICT31,TABLET
ACT-SC,Sep 2024,DISTRICT HOSPITAL,28.0,0.0,,322.0,,0.0,-190,11.0,30,DISTRICT9,BLISTER
ART-INJ,Oct 2025,HEALTH CENTER,1729.0,602.0,,1874.0,,476.0,-450,457.0,5,DISTRICT36,VIAL
RDT,Apr 2024,HEALTH CENTER,2290.0,,1139.0,,,631.0,410,1351.0,1,DISTRICT1,PIECE
ACT-SC,Jun 2024,HEALTH CENTER,570.0,1.0,,160.0,497.0,0.0,-23,18.0,30,DISTRICT8,BLISTER
ART-SUP,Aug 2024,HEALTH CENTER,373.0,,49.0,861.0,,0.0,-877,9.0,5,DISTRICT20,CAPSULE
ACT-SC,May 2025,HEALTH CENTER,,,,163.0,648.0,1046.0,-159,181.0,2,DISTRICT31,BLISTER
ACT-AD,Mar 2024,HEALTH CENTER,,21.0,861.0,,,,-25,677.0,2,DISTRICT9,BLISTER
PYRA-SAC,Jul 2025,HEALTH CENTER,3801.0,0.0,405.0,1572.0,783.0,14955.0,-294,760.0,30,DISTRICT30,SACHET
PYRA-COMP,Jun 2024,HEALTH CENTER,1245.0,0.0,170.0,843.0,892.0,669.0,274,230.0,25,DISTRICT23,TABLET
ITN,Jan 2025,HEALTH CENTER,1068.0,,156.0,,,70.0,264,,50,DISTRICT31,PIECE
QUIN,Nov 2025,HEALTH CENTER,471.0,4.0,34.0,,,0.0,-865,,1000,DISTRICT6,TABLET
ART-SUP,Apr 2025,HEALTH CENTER,166.0,574.0,,378.0,,785.0,-548,298.0,25,DISTRICT1,CAPSULE
ITN,Jan 2024,HEALTH CENTER,1142.0,0.0,,1350.0,1244.0,,15,,30,DISTRICT20,PIECE
QUIN,Apr 2024,HEALTH CENTER,,65.0,254.0,1651.0,,2.0,883,180.0,1000,DISTRICT31,TABLET
SP,Jul 2024,HEALTH CENTER,1379.0,201.0,239.0,,,0.0,-614,320.0,1000,DISTRICT13,TABLET
PYRA-SAC,May 2024,HEALTH CENTER,,144.0,,2966.0,1126.0,1140.0,330,743.0,5,DISTRICT37,SACHET
QUIN,Apr 2025,HEALTH CENTER,1347.0,47.0,686.0,2994.0,,0.0,-82,786.0,30,DISTRICT21,TABLET
ART-SUP,Dec 2023,HEALTH CENTER,670.0,6.0,162.0,1072.0,,,345,88.0,5,DISTRICT31,CAPSULE
RDT,Apr 2025,HEALTH CENTER,1386.0,,1292.0,1368.0,939.0,352.0,129,1060.0,30,DISTRICT9,PIECE
ITN,Jun 2025,HEALTH CENTER,470.0,205.0,314.0,1060.0,,336.0,146,,2,DISTRICT31,PIECE
QUIN,Apr 2024,HEALTH CENTER,1154.0,2.0,472.0,798.0,460.0,2266.0,170,,1000,DISTRICT37,TABLET
ACT-AD,Oct 2024,HEALTH CENTER,,4302.0,,1313.0,,728.0,169,,30,DISTRICT26,BLISTER
ACT-SC,Jan 2024,REGIONAL HOSPITAL,1266.0,0.0,192.0,979.0,,17.0,-22,,1,DISTRICT33,BLISTER
QUIN,Feb 2025,HEALTH CENTER,320.0,,126.0,1794.0,1102.0,14.0,4,82.0,30,DISTRICT1,TABLET
ACT-SC,Dec 2024,HEALTH CENTER,,0.0,122.0,696.0,1191.0,28.0,95,48.0,30,DISTRICT37,BLISTER
RDT,Mar 2024,HEALTH CENTER,534.0,19.0,,,1224.0,7.0,-61,,30,DISTRICT22,PIECE
SP,Mar 2025,HEALTH CENTER,3.0,0.0,,,,5.0,-720,1.0,30,DISTRICT13,TABLET
RDT,Jun 2025,HEALTH CENTER,,0.0,302.0,1176.0,,584.0,-221,529.0,1,DISTRICT9,PIECE
ART-INJ,Jul 2025,HEALTH CENTER,464.0,522.0,,,,96.0,-713,216.0,30,DISTRICT14,VIAL
ITN,Nov 2024,HEALTH CENTER,2038.0,0.0,521.0,1379.0,,639.0,364,783.0,30,DISTRICT1,PIECE
PYRA-SAC,Mar 2025,HEALTH CENTER,1129.0,70.0,477.0,1329.0,,3037.0,-554,510.0,5,DISTRICT5,SACHET
RDT,Aug 2025,HEALTH CENTER,,,406.0,402.0,630.0,11.0,-54,117.0,30,DISTRICT36,PIECE
ACT-GC,Dec 2024,HEALTH CENTER,,584.0,116.0,,,58.0,76,129.0,30,DISTRICT2,BLISTER
ACT-GC,Nov 2025,HEALTH CENTER,1067.0,140.0,,1955.0,217.0,2086.0,-413,138.0,30,DISTRICT32,BLISTER
SP,Jul 2025,HEALTH CENTER,2900.0,0.0,,,,671.0,-823,714.0,30,DISTRICT25,TABLET
PYRA-SAC,Aug 2025,HEALTH CENTER,979.0,4.0,57.0,696.0,425.0,3.0,-361,,30,DISTRICT29,SACHET
ACT-SC,May 2025,HEALTH CENTER,2140.0,0.0,,750.0,,8.0,-294,123.0,2,DISTRICT33,BLISTER
ITN,Feb 2024,HEALTH CENTER,180.0,181.0,178.0,2242.0,384.0,0.0,-325,58.0,30,DISTRICT1,PIECE
PYRA-COMP,Mar 2024,HEALTH CENTER,315.0,2.0,85.0,737.0,,0.0,-464,35.0,50,DISTRICT31,TABLET
ART-SUP,Nov 2024,HEALTH CENTER,70.0,0.0,10.0,,,,324,23.0,1,DISTRICT7,CAPSULE
ACT-AD,Nov 2025,HEALTH CENTER,3476.0,,360.0,,174.0,0.0,-581,54.0,1,DISTRICT36,BLISTER
RDT,Nov 2025,HEALTH CENTER,,811.0,870.0,,,49.0,160,595.0,5,DISTRICT6,PIECE
SP,Mar 2024,HEALTH CENTER,,1.0,996.0,5052.0,,129.0,-973,785.0,30,DISTRICT3,TABLET
ART-SUP,Oct 2025,NATIONAL HOSPITAL,103.0,183.0,95.0,262.0,,43.0,851,9.0,50,DISTRICT20,CAPSULE
ART-SUP,Dec 2024,HEALTH CENTER,717.0,11.0,92.0,231.0,,2097.0,-212,,1,DISTRICT4,CAPSULE
ACT-SC,Jun 2025,HEALTH CENTER,172.0,,193.0,425.0,727.0,478.0,544,,1,DISTRICT22,BLISTER
ACT-SC,Mar 2025,HEALTH CENTER,95.0,15.0,,,29.0,0.0,-416,9.0,30,DISTRICT16,BLISTER
PYRA-SAC,Jan 2024,HEALTH CENTER,1342.0,0.0,,1197.0,,7.0,-136,45.0,2,DISTRICT31,SACHET
ACT-AD,Oct 2024,HEALTH CENTER,7.0,1.0,0.0,11.0,,,172,0.0,30,DISTRICT15,BLISTER
ACT-INF,Jul 2025,HEALTH CENTER,855.0,17.0,234.0,1384.0,464.0,24.0,-265,,2,DISTRICT3,BLISTER
ART-SUP,Apr 2025,HEALTH CENTER,,30.0,49.0,,,,-889,18.0,5,DISTRICT33,CAPSULE
ACT-AD,Jan 2024,HEALTH CENTER,878.0,,137.0,,917.0,325.0,-260,206.0,30,DISTRICT3,BLISTER
RDT,Jun 2025,HEALTH CENTER,,474.0,49.0,772.0,,0.0,361,,1,DISTRICT26,PIECE
SP,Dec 2023,HEALTH CENTER,,576.0,,,,517.0,-33,16.0,1000,DISTRICT8,TABLET
ACT-AD,Mar 2025,HEALTH CENTER,,,,9.0,,382.0,438,,1,DISTRICT33,BLISTER
SP,Aug 2025,HEALTH CENTER,,,,6.0,755.0,2366.0,50,,30,DISTRICT5,TABLET
ITN,Feb 2025,HEALTH CENTER,361.0,1.0,211.0,847.0,,943.0,-336,405.0,1000,DISTRICT15,PIECE
PYRA-COMP,Oct 2024,HEALTH CENTER,359.0,1.0,79.0,404.0,487.0,2039.0,-11,21.0,1,DISTRICT33,TABLET
ART-SUP,Jun 2025,HEALTH CENTER,,0.0,,1254.0,,,-666,,1,DISTRICT11,CAPSULE
ART-SUP,Dec 2023,DISTRICT HOSPITAL,,,6.0,,,34.0,42,3.0,1,DISTRICT5,CAPSULE
RDT,Dec 2024,HEALTH CENTER,4438.0,4.0,177.0,,,249.0,-785,34.0,30,DISTRICT24,PIECE
ACT-GC,Jan 2024,HEALTH CENTER,,298.0,1566.0,,,3331.0,425,,1000,DISTRICT1,BLISTER
RDT,May 2025,HEALTH CENTER,68.0,277.0,184.0,177.0,,302.0,460,145.0,1,DISTRICT9,PIECE
RDT,Aug 2025,HEALTH CENTER,,0.0,228.0,1719.0,,,-2,74.0,25,DISTRICT31,PIECE
PYRA-SAC,Mar 2024,HEALTH CENTER,,65.0,269.0,506.0,,,-184,480.0,5,DISTRICT12,SACHET
SP,Feb 2024,HEALTH CENTER,,,693.0,1773.0,,,-274,347.0,30,DISTRICT12,TABLET
RDT,Dec 2023,HEALTH CENTER,19.0,0.0,19.0,12.0,,1.0,-702,4.0,30,DISTRICT15,PIECE
PYRA-SAC,Jun 2024,HEALTH CENTER,26.0,42.0,25.0,,,35.0,-374,,5,DISTRICT33,SACHET
ART-SUP,Oct 2025,HEALTH CENTER,2893.0,27.0,544.0,,,1938.0,-428,303.0,25,DISTRICT29,CAPSULE
PYRA-SAC,Jan 2025,HEALTH CENTER,314.0,1.0,628.0,,,105.0,280,,2,DISTRICT1,SACHET
ART-INJ,Nov 2024,HEALTH CENTER,1082.0,26.0,399.0,4919.0,,0.0,-136,183.0,1000,DISTRICT33,VIAL
ACT-GC,Sep 2024,HEALTH CENTER,,20.0,500.0,1873.0,,,591,605.0,30,DISTRICT21,BLISTER
ITN,Nov 2025,HEALTH CENTER,1259.0,1.0,398.0,,,7778.0,19,,30,DISTRICT23,PIECE
PYRA-SAC,Feb 2025,HEALTH CENTER,33.0,0.0,3.0,,1159.0,3038.0,262,0.0,5,DISTRICT14,SACHET
