product_primary_name,processing_periods_name,facility_type_name,quantity_requested,quantity_approved,pack_size,dispensing_unit,allocation_gap
ACT-SC,2025-08-01,HEALTH CENTER,,414.0,30,BLISTER,414.0
ACT-AD,2024-08-01,HEALTH CENTER,546.0,1029.0,30,BLISTER,483.0
ACT-GC,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-08-01,HEALTH CENTER,749.0,0.0,30,BLISTER,-749.0
ACT-INF,2025-02-01,HEALTH CENTER,1189.0,1603.0,30,BLISTER,414.0
ACT-SC,2024-11-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-AD,2025-11-01,HEALTH CENTER,,3351.0,30,BLISTER,3351.0
ACT-GC,2025-11-01,HEALTH CENTER,,354.0,30,BLISTER,354.0
ACT-SC,2024-11-01,HEALTH CENTER,848.0,6256.0,30,BLISTER,5408.0
ACT-INF,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-02-01,HEALTH CENTER,,3.0,30,BLISTER,3.0
ACT-INF,2025-11-01,DISTRICT HOSPITAL,641.0,110.0,30,BLISTER,-531.0
ACT-SC,2025-11-01,HEALTH CENTER,366.0,816.0,30,BLISTER,450.0
ACT-INF,2024-02-01,HEALTH CENTER,683.0,45.0,30,BLISTER,-638.0
ACT-SC,2024-02-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-SC,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-08-01,HEALTH CENTER,1500.0,0.0,30,BLISTER,-1500.0
ACT-AD,2025-11-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ACT-GC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2025-11-01,HEALTH CENTER,,46.0,30,BLISTER,46.0
ACT-GC,2024-02-01,HEALTH CENTER,,2273.0,30,BLISTER,2273.0
ACT-GC,2024-02-01,HEALTH CENTER,488.0,100.0,30,BLISTER,-388.0
ACT-GC,2024-02-01,HEALTH CENTER,,14.0,30,BLISTER,14.0
ACT-SC,2025-08-01,HEALTH CENTER,1176.0,8466.0,30,BLISTER,7290.0
ACT-INF,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-05-01,DISTRICT HOSPITAL,1151.0,521.0,30,BLISTER,-630.0
ACT-GC,2025-02-01,HEALTH CENTER,1902.0,6135.0,30,BLISTER,4233.0
ACT-INF,2024-05-01,HEALTH CENTER,,54.0,30,BLISTER,54.0
ACT-AD,2025-05-01,HEALTH CENTER,,91.0,30,BLISTER,91.0
ACT-INF,2024-05-01,HEALTH CENTER,,4.0,30,BLISTER,4.0
ACT-SC,2024-02-01,HEALTH CENTER,,6.0,30,BLISTER,6.0
ACT-INF,2025-11-01,HEALTH CENTER,,2363.0,30,BLISTER,2363.0
ACT-INF,2025-11-01,HEALTH CENTER,,31.0,30,BLISTER,31.0
ACT-INF,2024-02-01,HEALTH CENTER,,22.0,30,BLISTER,22.0
ACT-AD,2024-02-01,HEALTH CENTER,967.0,0.0,30,BLISTER,-967.0
ACT-AD,2024-11-01,HEALTH CENTER,,37.0,30,BLISTER,37.0
ACT-AD,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-05-01,HEALTH CENTER,,126.0,30,BLISTER,126.0
ACT-AD,2024-02-01,HEALTH CENTER,,2001.0,30,BLISTER,2001.0
ACT-INF,2025-02-01,HEALTH CENTER,535.0,0.0,30,BLISTER,-535.0
ACT-INF,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-05-01,HEALTH CENTER,,23.0,30,BLISTER,23.0
ACT-GC,2025-02-01,HEALTH CENTER,,96.0,30,BLISTER,96.0
ACT-GC,2024-02-01,HEALTH CENTER,,11.0,30,BLISTER,11.0
ACT-SC,2024-08-01,HEALTH CENTER,1087.0,877.0,30,BLISTER,-210.0
ACT-INF,2024-11-01,HEALTH CENTER,,231.0,30,BLISTER,231.0
ACT-SC,2024-02-01,DISTRICT HOSPITAL,,521.0,30,BLISTER,521.0
ACT-GC,2025-02-01,HEALTH CENTER,,225.0,30,BLISTER,225.0
ACT-AD,2024-11-01,HEALTH CENTER,,83.0,30,BLISTER,83.0
ACT-GC,2024-08-01,HEALTH CENTER,,16.0,30,BLISTER,16.0
ACT-GC,2024-05-01,HEALTH CENTER,,1290.0,30,BLISTER,1290.0
ACT-AD,2025-08-01,HEALTH CENTER,,106.0,30,BLISTER,106.0
ACT-SC,2025-02-01,HEALTH CENTER,,3298.0,30,BLISTER,3298.0
ACT-INF,2024-05-01,HEALTH CENTER,319.0,0.0,30,BLISTER,-319.0
ACT-INF,2024-05-01,HEALTH CENTER,,97.0,30,BLISTER,97.0
ACT-INF,2024-08-01,HEALTH CENTER,,10.0,30,BLISTER,10.0
ACT-SC,2024-05-01,HEALTH CENTER,,108.0,30,BLISTER,108.0
ACT-AD,2025-11-01,HEALTH CENTER,91.0,0.0,30,BLISTER,-91.0
ACT-SC,2024-02-01,DISTRICT HOSPITAL,1183.0,10.0,30,BLISTER,-1173.0
ACT-INF,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-02-01,DISTRICT HOSPITAL,,0.0,30,BLISTER,0.0
ACT-INF,2024-02-01,HEALTH CENTER,,60.0,30,BLISTER,60.0
ACT-GC,2024-11-01,HEALTH CENTER,788.0,2307.0,30,BLISTER,1519.0
ACT-GC,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-05-01,HEALTH CENTER,710.0,0.0,30,BLISTER,-710.0
ACT-AD,2025-08-01,HEALTH CENTER,534.0,4.0,30,BLISTER,-530.0
ACT-SC,2024-11-01,HEALTH CENTER,,130.0,30,BLISTER,130.0
ACT-INF,2024-08-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ACT-INF,2024-11-01,HEALTH CENTER,,57.0,30,BLISTER,57.0
ACT-GC,2024-02-01,HEALTH CENTER,1208.0,408.0,30,BLISTER,-800.0
ACT-GC,2024-11-01,DISTRICT HOSPITAL,,293.0,30,BLISTER,293.0
ACT-GC,2025-02-01,HEALTH CENTER,461.0,69.0,30,BLISTER,-392.0
ACT-GC,2024-02-01,DISTRICT HOSPITAL,,1027.0,30,BLISTER,1027.0
ACT-INF,2025-08-01,HEALTH CENTER,,222.0,30,BLISTER,222.0
ACT-GC,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-02-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ACT-GC,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-11-01,HEALTH CENTER,,44.0,30,BLISTER,44.0
ACT-INF,2024-08-01,HEALTH CENTER,1097.0,528.0,30,BLISTER,-569.0
ACT-SC,2025-05-01,HEALTH CENTER,750.0,37.0,30,BLISTER,-713.0
ACT-INF,2024-08-01,HEALTH CENTER,,715.0,30,BLISTER,715.0
ACT-GC,2025-02-01,HEALTH CENTER,,1575.0,30,BLISTER,1575.0
ACT-AD,2024-05-01,HEALTH CENTER,369.0,26.0,30,BLISTER,-343.0
ACT-AD,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-02-01,HEALTH CENTER,282.0,91.0,30,BLISTER,-191.0
ACT-GC,2024-08-01,DISTRICT HOSPITAL,,2.0,30,BLISTER,2.0
ACT-AD,2025-11-01,HEALTH CENTER,,43.0,30,BLISTER,43.0
ACT-AD,2025-05-01,HEALTH CENTER,,59.0,30,BLISTER,59.0
ACT-AD,2025-02-01,HEALTH CENTER,,2866.0,30,BLISTER,2866.0
ACT-INF,2024-11-01,HEALTH CENTER,,6.0,30,BLISTER,6.0
ACT-INF,2024-05-01,HEALTH CENTER,,7.0,30,BLISTER,7.0
ACT-SC,2025-08-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ACT-SC,2025-02-01,HEALTH CENTER,,248.0,30,BLISTER,248.0
ACT-GC,2024-05-01,HEALTH CENTER,,95.0,30,BLISTER,95.0
ACT-SC,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2025-08-01,HEALTH CENTER,,8271.0,30,BLISTER,8271.0
ACT-INF,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-02-01,HEALTH CENTER,867.0,0.0,30,BLISTER,-867.0
ACT-GC,2024-08-01,HEALTH CENTER,,372.0,30,BLISTER,372.0
ACT-AD,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-08-01,HEALTH CENTER,,321.0,30,BLISTER,321.0
ACT-SC,2025-05-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-AD,2024-02-01,HEALTH CENTER,1971.0,2059.0,30,BLISTER,88.0
ACT-INF,2024-08-01,HEALTH CENTER,321.0,156.0,30,BLISTER,-165.0
ACT-SC,2024-11-01,DISTRICT HOSPITAL,137.0,73.0,30,BLISTER,-64.0
ACT-INF,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-05-01,DISTRICT HOSPITAL,,1203.0,30,BLISTER,1203.0
ACT-SC,2025-11-01,HEALTH CENTER,,1179.0,30,BLISTER,1179.0
ACT-INF,2025-02-01,HEALTH CENTER,,131.0,30,BLISTER,131.0
ACT-INF,2024-11-01,HEALTH CENTER,,4064.0,30,BLISTER,4064.0
ACT-AD,2025-05-01,HEALTH CENTER,,188.0,30,BLISTER,188.0
ACT-AD,2025-11-01,HEALTH CENTER,,4.0,30,BLISTER,4.0
ACT-INF,2025-02-01,HEALTH CENTER,1116.0,75.0,30,BLISTER,-1041.0
ACT-GC,2025-08-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ACT-INF,2024-08-01,HEALTH CENTER,,2026.0,30,BLISTER,2026.0
ACT-INF,2024-05-01,HEALTH CENTER,,1091.0,30,BLISTER,1091.0
ACT-GC,2024-08-01,HEALTH CENTER,,8516.0,30,BLISTER,8516.0
ACT-INF,2025-11-01,HEALTH CENTER,656.0,0.0,30,BLISTER,-656.0
ACT-SC,2024-05-01,HEALTH CENTER,,1526.0,30,BLISTER,1526.0
ACT-INF,2024-11-01,HEALTH CENTER,,121.0,30,BLISTER,121.0
ACT-AD,2024-11-01,HEALTH CENTER,989.0,1368.0,30,BLISTER,379.0
ACT-AD,2025-02-01,NATIONAL HOSPITAL,,0.0,30,BLISTER,0.0
ACT-INF,2024-11-01,HEALTH CENTER,313.0,4.0,30,BLISTER,-309.0
ACT-SC,2025-02-01,DISTRICT HOSPITAL,914.0,275.0,30,BLISTER,-639.0
ACT-INF,2024-08-01,HEALTH CENTER,,27.0,30,BLISTER,27.0
ACT-SC,2024-08-01,HEALTH CENTER,,33.0,30,BLISTER,33.0
ACT-AD,2025-11-01,HEALTH CENTER,,32.0,30,BLISTER,32.0
ACT-SC,2025-11-01,HEALTH CENTER,,183.0,30,BLISTER,183.0
ACT-INF,2025-08-01,HEALTH CENTER,,1713.0,30,BLISTER,1713.0
ACT-INF,2025-11-01,HEALTH CENTER,,3400.0,30,BLISTER,3400.0
ACT-GC,2025-05-01,HEALTH CENTER,,2023.0,30,BLISTER,2023.0
ACT-INF,2024-08-01,DISTRICT HOSPITAL,,21.0,30,BLISTER,21.0
ACT-GC,2024-05-01,HEALTH CENTER,1443.0,9799.0,30,BLISTER,8356.0
ACT-AD,2024-02-01,HEALTH CENTER,558.0,46.0,30,BLISTER,-512.0
ACT-INF,2024-02-01,DISTRICT HOSPITAL,,0.0,30,BLISTER,0.0
ACT-INF,2025-02-01,HEALTH CENTER,,119.0,30,BLISTER,119.0
ACT-GC,2024-05-01,HEALTH CENTER,,3333.0,30,BLISTER,3333.0
ACT-SC,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-02-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-GC,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2024-11-01,DISTRICT HOSPITAL,351.0,1.0,30,BLISTER,-350.0
ACT-GC,2024-11-01,HEALTH CENTER,,5.0,30,BLISTER,5.0
ACT-GC,2024-11-01,HEALTH CENTER,361.0,26.0,30,BLISTER,-335.0
ACT-AD,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2025-02-01,HEALTH CENTER,,78.0,30,BLISTER,78.0
ACT-SC,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-11-01,DISTRICT HOSPITAL,,143.0,30,BLISTER,143.0
ACT-SC,2024-05-01,HEALTH CENTER,960.0,9.0,30,BLISTER,-951.0
ACT-INF,2025-08-01,HEALTH CENTER,238.0,0.0,30,BLISTER,-238.0
ACT-AD,2025-05-01,HEALTH CENTER,553.0,29.0,30,BLISTER,-524.0
ACT-GC,2024-08-01,HEALTH CENTER,577.0,187.0,30,BLISTER,-390.0
ACT-AD,2025-08-01,HEALTH CENTER,,321.0,30,BLISTER,321.0
ACT-INF,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-11-01,HEALTH CENTER,,812.0,30,BLISTER,812.0
ACT-SC,2024-11-01,HEALTH CENTER,,12.0,30,BLISTER,12.0
ACT-AD,2025-02-01,REGIONAL HOSPITAL,644.0,21.0,30,BLISTER,-623.0
ACT-GC,2024-08-01,HEALTH CENTER,242.0,213.0,30,BLISTER,-29.0
ACT-GC,2024-08-01,HEALTH CENTER,,20596.0,30,BLISTER,20596.0
ACT-SC,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-05-01,HEALTH CENTER,519.0,28.0,30,BLISTER,-491.0
ACT-GC,2025-05-01,HEALTH CENTER,,5433.0,30,BLISTER,5433.0
ACT-AD,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-08-01,HEALTH CENTER,,3.0,30,BLISTER,3.0
ACT-GC,2024-08-01,REGIONAL HOSPITAL,,14055.0,30,BLISTER,14055.0
ACT-AD,2025-08-01,HEALTH CENTER,1674.0,639.0,30,BLISTER,-1035.0
ACT-SC,2024-02-01,HEALTH CENTER,,231.0,30,BLISTER,231.0
ACT-AD,2024-05-01,HEALTH CENTER,,3737.0,30,BLISTER,3737.0
ACT-INF,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-02-01,HEALTH CENTER,688.0,690.0,30,BLISTER,2.0
ACT-INF,2025-05-01,HEALTH CENTER,,2.0,30,BLISTER,2.0
ACT-SC,2025-02-01,HEALTH CENTER,584.0,91.0,30,BLISTER,-493.0
ACT-INF,2025-05-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-GC,2025-02-01,HEALTH CENTER,794.0,89.0,30,BLISTER,-705.0
ACT-SC,2025-08-01,HEALTH CENTER,621.0,0.0,30,BLISTER,-621.0
ACT-INF,2025-02-01,HEALTH CENTER,814.0,0.0,30,BLISTER,-814.0
ACT-INF,2024-05-01,HEALTH CENTER,904.0,101.0,30,BLISTER,-803.0
ACT-GC,2024-02-01,HEALTH CENTER,908.0,11443.0,30,BLISTER,10535.0
ACT-AD,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-05-01,HEALTH CENTER,702.0,4086.0,30,BLISTER,3384.0
ACT-GC,2025-05-01,HEALTH CENTER,566.0,12.0,30,BLISTER,-554.0
ACT-GC,2025-08-01,DISTRICT HOSPITAL,,443.0,30,BLISTER,443.0
ACT-GC,2024-11-01,HEALTH CENTER,,1401.0,30,BLISTER,1401.0
ACT-GC,2025-05-01,HEALTH CENTER,450.0,658.0,30,BLISTER,208.0
ACT-SC,2025-05-01,HEALTH CENTER,,1592.0,30,BLISTER,1592.0
ACT-AD,2025-02-01,HEALTH CENTER,,14572.0,30,BLISTER,14572.0
ACT-SC,2024-05-01,HEALTH CENTER,601.0,2.0,30,BLISTER,-599.0
ACT-SC,2024-08-01,HEALTH CENTER,,6.0,30,BLISTER,6.0
ACT-GC,2025-05-01,HEALTH CENTER,,17.0,30,BLISTER,17.0
ACT-INF,2025-05-01,HEALTH CENTER,,3.0,30,BLISTER,3.0
ACT-INF,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-05-01,HEALTH CENTER,574.0,186.0,30,BLISTER,-388.0
ACT-AD,2024-05-01,HEALTH CENTER,,39.0,30,BLISTER,39.0
ACT-GC,2024-05-01,HEALTH CENTER,465.0,0.0,30,BLISTER,-465.0
ACT-AD,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-08-01,HEALTH CENTER,378.0,156.0,30,BLISTER,-222.0
ACT-INF,2024-05-01,HEALTH CENTER,,2382.0,30,BLISTER,2382.0
ACT-GC,2024-02-01,HEALTH CENTER,,7.0,30,BLISTER,7.0
ACT-GC,2025-02-01,HEALTH CENTER,,2821.0,30,BLISTER,2821.0
ACT-INF,2025-08-01,HEALTH CENTER,,1557.0,30,BLISTER,1557.0
ACT-SC,2024-02-01,HEALTH CENTER,,1035.0,30,BLISTER,1035.0
ACT-SC,2025-08-01,HEALTH CENTER,,106.0,30,BLISTER,106.0
ACT-INF,2025-05-01,HEALTH CENTER,368.0,0.0,30,BLISTER,-368.0
ACT-SC,2025-05-01,HEALTH CENTER,691.0,5780.0,30,BLISTER,5089.0
ACT-SC,2025-02-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-SC,2025-05-01,HEALTH CENTER,,2876.0,30,BLISTER,2876.0
ACT-SC,2025-11-01,HEALTH CENTER,536.0,5549.0,30,BLISTER,5013.0
ACT-GC,2025-05-01,HEALTH CENTER,,5864.0,30,BLISTER,5864.0
ACT-AD,2024-05-01,HEALTH CENTER,726.0,123.0,30,BLISTER,-603.0
ACT-INF,2025-08-01,HEALTH CENTER,,2436.0,30,BLISTER,2436.0
ACT-SC,2025-08-01,HEALTH CENTER,,17.0,30,BLISTER,17.0
ACT-GC,2025-08-01,HEALTH CENTER,1152.0,0.0,30,BLISTER,-1152.0
ACT-AD,2025-02-01,HEALTH CENTER,,8704.0,30,BLISTER,8704.0
ACT-GC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2024-02-01,HEALTH CENTER,,183.0,30,BLISTER,183.0
ACT-INF,2024-02-01,HEALTH CENTER,,271.0,30,BLISTER,271.0
ACT-AD,2025-02-01,HEALTH CENTER,,4683.0,30,BLISTER,4683.0
ACT-INF,2024-08-01,HEALTH CENTER,,457.0,30,BLISTER,457.0
ACT-AD,2024-11-01,HEALTH CENTER,1071.0,0.0,30,BLISTER,-1071.0
ACT-SC,2025-02-01,HEALTH CENTER,,188.0,30,BLISTER,188.0
ACT-GC,2025-05-01,DISTRICT HOSPITAL,,5.0,30,BLISTER,5.0
ACT-GC,2025-11-01,HEALTH CENTER,,2035.0,30,BLISTER,2035.0
ACT-AD,2024-02-01,HEALTH CENTER,,64.0,30,BLISTER,64.0
ACT-SC,2025-11-01,HEALTH CENTER,373.0,8184.0,30,BLISTER,7811.0
ACT-SC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-11-01,HEALTH CENTER,,444.0,30,BLISTER,444.0
ACT-AD,2025-02-01,DISTRICT HOSPITAL,,19.0,30,BLISTER,19.0
ACT-AD,2025-11-01,HEALTH CENTER,719.0,0.0,30,BLISTER,-719.0
ACT-GC,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2024-08-01,HEALTH CENTER,402.0,0.0,30,BLISTER,-402.0
ACT-GC,2025-08-01,HEALTH CENTER,,6.0,30,BLISTER,6.0
ACT-AD,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-08-01,HEALTH CENTER,,1054.0,30,BLISTER,1054.0
ACT-SC,2025-05-01,HEALTH CENTER,,453.0,30,BLISTER,453.0
ACT-GC,2024-02-01,HEALTH CENTER,649.0,3.0,30,BLISTER,-646.0
ACT-INF,2025-11-01,HEALTH CENTER,,378.0,30,BLISTER,378.0
ACT-AD,2025-02-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-02-01,HEALTH CENTER,,45.0,30,BLISTER,45.0
ACT-SC,2024-11-01,HEALTH CENTER,,102.0,30,BLISTER,102.0
ACT-GC,2024-02-01,HEALTH CENTER,,2909.0,30,BLISTER,2909.0
ACT-INF,2025-11-01,HEALTH CENTER,,152.0,30,BLISTER,152.0
ACT-SC,2024-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2024-11-01,HEALTH CENTER,180.0,0.0,30,BLISTER,-180.0
ACT-INF,2024-08-01,HEALTH CENTER,524.0,8.0,30,BLISTER,-516.0
ACT-SC,2025-11-01,DISTRICT HOSPITAL,,0.0,30,BLISTER,0.0
ACT-SC,2024-02-01,HEALTH CENTER,,6.0,30,BLISTER,6.0
ACT-AD,2024-05-01,HEALTH CENTER,,6162.0,30,BLISTER,6162.0
ACT-GC,2025-11-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-INF,2025-05-01,HEALTH CENTER,,1949.0,30,BLISTER,1949.0
ACT-SC,2025-08-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-GC,2025-02-01,HEALTH CENTER,101.0,583.0,30,BLISTER,482.0
ACT-AD,2024-02-01,DISTRICT HOSPITAL,,995.0,30,BLISTER,995.0
ACT-AD,2024-08-01,HEALTH CENTER,1171.0,1.0,30,BLISTER,-1170.0
ACT-GC,2024-11-01,REGIONAL HOSPITAL,,0.0,30,BLISTER,0.0
ACT-AD,2024-02-01,HEALTH CENTER,,1404.0,30,BLISTER,1404.0
ACT-GC,2025-05-01,HEALTH CENTER,,1623.0,30,BLISTER,1623.0
ACT-AD,2024-11-01,HEALTH CENTER,,1.0,30,BLISTER,1.0
ACT-SC,2025-05-01,HEALTH CENTER,,346.0,30,BLISTER,346.0
ACT-SC,2025-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-SC,2025-08-01,HEALTH CENTER,,733.0,30,BLISTER,733.0
ACT-INF,2024-02-01,HEALTH CENTER,,2255.0,30,BLISTER,2255.0
ACT-AD,2024-05-01,HEALTH CENTER,,0.0,30,BLISTER,0.0
ACT-AD,2025-05-01,HEALTH CENTER,,92.0,30,BLISTER,92.0
ACT-AD,2024-05-01,HEALTH CENTER,,19.0,30,BLISTER,19.0
ACT-AD,2025-11-01,HEALTH CENTER,,2374.0,30,BLISTER,2374.0
ACT-AD,2024-02-01,HEALTH CENTER,590.0,0.0,30,BLISTER,-590.0
ACT-SC,2025-05-01,HEALTH CENTER,1087.0,0.0,30,BLISTER,-1087.0
ACT-SC,2024-05-01,DISTRICT HOSPITAL,,161.0,30,BLISTER,161.0
ACT-INF,2025-08-01,HEALTH CENTER,,11939.0,30,BLISTER,11939.0
ACT-GC,2025-05-01,HEALTH CENTER,249.0,0.0,30,BLISTER,-249.0
