product_primaryname,processing_periods_name,facility_type_name,beginningbalance,quantityreceived,quantitydispensed,stockinhand,quantityrequested,quantityapproved,totallossesandadjustments,amc,packsize,zone,dispensingunit
ACT-AD,Feb 2024,HEALTH CENTER,4125.0,2604.0,1423.0,6554.0,,13.0,-179,1464.0,50,DISTRICT33,BLISTER
ACT-AD,Jan 2024,HEALTH CENTER,199.0,0.0,73.0,22.0,490.0,1.0,-251,58.0,2,DISTRICT31,BLISTER
ITN,Feb 2025,HEALTH CENTER,3.0,,17.0,327.0,,0.0,138,9.0,1,DISTRICT16,PIECE
ART-SUP,Nov 2024,HEALTH CENTER,,434.0,,,,1.0,-137,,1,DISTRICT8,CAPSULE
ART-SUP,Aug 2024,HEALTH CENTER,20.0,0.0,2.0,185.0,,0.0,-456,0.0,25,DISTRICT36,CAPSULE
QUIN,Jun 2024,HEALTH CENTER,1704.0,15.0,192.0,,671.0,,-373,357.0,1000,DISTRICT32,TABLET
ACT-AD,Jun 2025,HEALTH CENTER,5343.0,,900.0,1609.0,,9830.0,415,369.0,30,DISTRICT14,BLISTER
ART-INJ,May 2025,HEALTH CENTER,,103.0,78.0,,429.0,283.0,-626,26.0,1,DISTRICT28,VIAL
QUIN,Mar 2025,HEALTH CENTER,1832.0,1521.0,820.0,,1068.0,,-70,429.0,30,DISTRICT4,TABLET
ART-INJ,Dec 2023,HEALTH CENTER,1748.0,0.0,47.0,,167.0,0.0,-597,,30,DISTRICT31,VIAL
ITN,Mar 2024,HEALTH CENTER,2377.0,,,665.0,,1.0,64,208.0,1000,DISTRICT27,PIECE
ART-INJ,Nov 2024,HEALTH CENTER,95.0,,,168.0,,4364.0,-12,95.0,30,DISTRICT12,VIAL
PYRA-COMP,Jun 2024,HEALTH CENTER,,18.0,93.0,518.0,1003.0,24.0,539,27.0,1,DISTRICT22,TABLET
RDT,Sep 2025,HEALTH CENTER,263.0,,43.0,350.0,1471.0,0.0,-239,,30,DISTRICT9,PIECE
ACT-GC,Oct 2024,DISTRICT HOSPITAL,,0.0,155.0,107.0,,149.0,380,,50,DISTRICT1,BLISTER
QUIN,May 2024,HEALTH CENTER,2.0,1.0,,11.0,668.0,115.0,146,0.0,30,DISTRICT32,TABLET
ART-INJ,Feb 2025,HEALTH CENTER,5431.0,0.0,347.0,2078.0,222.0,1.0,331,,1000,DISTRICT2,VIAL
SP,Feb 2025,HEALTH CENTER,731.0,11.0,292.0,644.0,,,327,,1000,DISTRICT17,TABLET
ACT-INF,Dec 2023,HEALTH CENTER,83.0,,14.0,,189.0,0.0,-602,,30,DISTRICT19,BLISTER
PYRA-SAC,Jul 2025,HEALTH CENTER,971.0,28.0,85.0,1789.0,726.0,2503.0,175,178.0,5,DISTRICT24,SACHET
ACT-INF,Jan 2024,HEALTH CENTER,,19.0,,80.0,725.0,499.0,-322,104.0,30,DISTRICT17,BLISTER
RDT,Feb 2024,HEALTH CENTER,2243.0,0.0,535.0,2167.0,,319.0,420,583.0,2,DISTRICT15,PIECE
ACT-INF,Aug 2025,HEALTH CENTER,,0.0,,370.0,,153.0,419,27.0,30,DISTRICT32,BLISTER
SP,Jul 2024,HEALTH CENTER,223.0,69.0,610.0,339.0,,441.0,162,,1000,DISTRICT33,TABLET
QUIN,Nov 2024,DISTRICT HOSPITAL,,,,,793.0,4.0,-185,,30,DISTRICT7,TABLET
QUIN,Dec 2024,HEALTH CENTER,,646.0,784.0,,,238.0,-91,,1000,DISTRICT9,TABLET
RDT,Oct 2025,HEALTH CENTER,,0.0,,488.0,,210.0,-310,222.0,50,DISTRICT20,PIECE
ART-INJ,Nov 2025,HEALTH CENTER,68.0,7.0,0.0,123.0,,1.0,226,,2,DISTRICT20,VIAL
ACT-GC,Oct 2025,HEALTH CENTER,6943.0,,1404.0,,,117.0,439,,30,DISTRICT26,BLISTER
PYRA-COMP,Dec 2024,HEALTH CENTER,,231.0,,3557.0,,,589,514.0,30,DISTRICT28,TABLET
ACT-AD,Nov 2024,HEALTH CENTER,,,39.0,,,22.0,-314,22.0,1,DISTRICT36,BLISTER
ACT-SC,Aug 2024,HEALTH CENTER,6197.0,780.0,,,,,-380,585.0,1,DISTRICT28,BLISTER
PYRA-COMP,Jan 2024,HEALTH CENTER,1581.0,24.0,,1640.0,,3592.0,273,369.0,2,DISTRICT17,TABLET
PYRA-COMP,Mar 2025,HEALTH CENTER,,3.0,66.0,540.0,,962.0,-260,329.0,25,DISTRICT37,TABLET
ART-SUP,Nov 2024,HEALTH CENTER,958.0,660.0,,,,282.0,-177,,1,DISTRICT15,CAPSULE
ART-INJ,Nov 2024,DISTRICT HOSPITAL,2973.0,323.0,638.0,,,70.0,525,533.0,30,DISTRICT25,VIAL
QUIN,Jul 2025,HEALTH CENTER,,2.0,28.0,350.0,,0.0,-313,,30,DISTRICT11,TABLET
ACT-SC,May 2024,HEALTH CENTER,1346.0,0.0,82.0,600.0,,2.0,-278,33.0,30,DISTRICT16,BLISTER
ACT-GC,Oct 2025,HEALTH CENTER,1198.0,0.0,,1352.0,,22.0,-51,334.0,30,DISTRICT30,BLISTER
ITN,Oct 2025,HEALTH CENTER,6263.0,0.0,558.0,6833.0,,60.0,355,507.0,1000,DISTRICT35,PIECE
ACT-GC,May 2024,HEALTH CENTER,901.0,,154.0,,,,-119,24.0,30,DISTRICT23,BLISTER
RDT,Oct 2025,HEALTH CENTER,4943.0,413.0,,1164.0,,22.0,-198,,30,DISTRICT12,PIECE
PYRA-SAC,Nov 2024,HEALTH CENTER,1814.0,4.0,221.0,,1680.0,,-858,43.0,30,DISTRICT26,SACHET
ACT-INF,Jul 2024,HEALTH CENTER,479.0,0.0,,332.0,79.0,0.0,-404,86.0,30,DISTRICT29,BLISTER
ACT-GC,Feb 2025,HEALTH CENTER,62.0,519.0,129.0,,,49.0,-127,68.0,1,DISTRICT20,BLISTER
PYRA-SAC,Apr 2025,HEALTH CENTER,1745.0,,273.0,,809.0,286.0,185,164.0,2,DISTRICT32,SACHET
ITN,May 2025,HEALTH CENTER,,0.0,1746.0,1748.0,,3467.0,-100,1211.0,30,DISTRICT28,PIECE
PYRA-SAC,Nov 2024,HEALTH CENTER,1497.0,,,1141.0,,1567.0,508,577.0,2,DISTRICT33,SACHET
ITN,Sep 2024,HEALTH CENTER,,0.0,148.0,,,231.0,-410,52.0,1,DISTRICT23,PIECE
QUIN,Oct 2024,HEALTH CENTER,,,37.0,1120.0,196.0,0.0,370,87.0,1000,DISTRICT11,TABLET
RDT,Sep 2024,HEALTH CENTER,526.0,,149.0,616.0,,0.0,1162,,30,DISTRICT24,PIECE
ACT-INF,Dec 2023,HEALTH CENTER,8961.0,1782.0,2133.0,,,,-833,1309.0,30,DISTRICT36,BLISTER
ACT-GC,Mar 2025,HEALTH CENTER,1007.0,,44.0,139.0,,1.0,350,,1000,DISTRICT1,BLISTER
PYRA-SAC,Jan 2025,HEALTH CENTER,,533.0,192.0,1288.0,,0.0,265,,5,DISTRICT21,SACHET
SP,Sep 2024,HEALTH CENTER,644.0,,47.0,355.0,,,277,46.0,30,DISTRICT32,TABLET
RDT,Apr 2024,DISTRICT HOSPITAL,1286.0,0.0,481.0,1297.0,,1121.0,380,581.0,30,DISTRICT9,PIECE
ITN,Nov 2025,HEALTH CENTER,,14.0,152.0,,,1.0,-466,74.0,1,DISTRICT8,PIECE
QUIN,Nov 2024,HEALTH CENTER,443.0,1.0,207.0,334.0,,,165,133.0,30,DISTRICT23,TABLET
ACT-INF,Nov 2025,HEALTH CENTER,796.0,418.0,244.0,453.0,,12.0,598,22.0,30,DISTRICT20,BLISTER
ACT-AD,Feb 2024,HEALTH CENTER,610.0,2.0,,2376.0,,,537,33.0,1,DISTRICT1,BLISTER
ACT-INF,Jan 2025,HEALTH CENTER,3198.0,89.0,,,,,-149,630.0,30,DISTRICT37,BLISTER
ACT-GC,Mar 2024,HEALTH CENTER,1256.0,0.0,,281.0,,206.0,-66,,1,DISTRICT13,BLISTER
ACT-GC,May 2025,HEALTH CENTER,1443.0,,23.0,,,0.0,-373,56.0,30,DISTRICT13,BLISTER
ART-INJ,Feb 2024,HEALTH CENTER,,7.0,19.0,25.0,,0.0,86,2.0,30,DISTRICT11,VIAL
ACT-AD,May 2025,HEALTH CENTER,676.0,783.0,173.0,,,3.0,-31,285.0,50,DISTRICT21,BLISTER
ACT-GC,Feb 2025,HEALTH CENTER,634.0,234.0,,,,0.0,635,44.0,30,DISTRICT29,BLISTER
ACT-SC,Mar 2024,HEALTH CENTER,125.0,65.0,144.0,,,2174.0,-19,181.0,1000,DISTRICT1,BLISTER
ACT-AD,Aug 2024,DISTRICT HOSPITAL,192.0,,317.0,950.0,,9.0,797,,25,DISTRICT14,BLISTER
ACT-GC,Mar 2024,HEALTH CENTER,783.0,,65.0,,525.0,,540,,30,DISTRICT30,BLISTER
PYRA-SAC,Jan 2024,HEALTH CENTER,,,101.0,,,,12,136.0,5,DISTRICT36,SACHET
ACT-SC,Apr 2024,DISTRICT HOSPITAL,,0.0,8.0,315.0,,0.0,8,0.0,30,DISTRICT25,BLISTER
ACT-INF,Jan 2024,HEALTH CENTER,1573.0,0.0,3.0,219.0,,0.0,107,1.0,30,DISTRICT9,BLISTER
SP,Jan 2024,HEALTH CENTER,2667.0,241.0,960.0,1373.0,,,-212,450.0,1000,DISTRICT21,TABLET
ITN,Nov 2024,HEALTH CENTER,,8.0,63.0,392.0,,162.0,215,103.0,30,DISTRICT6,PIECE
PYRA-SAC,Mar 2024,HEALTH CENTER,1259.0,,125.0,453.0,1291.0,452.0,458,,1,DISTRICT1,SACHET
ACT-AD,Nov 2024,DISTRICT HOSPITAL,337.0,19.0,,,,8.0,926,17.0,1,DISTRICT28,BLISTER
QUIN,Sep 2024,HEALTH CENTER,147.0,,28.0,94.0,,958.0,276,22.0,1000,DISTRICT25,TABLET
SP,Dec 2023,HEALTH CENTER,,0.0,583.0,5529.0,,1749.0,128,261.0,30,DISTRICT29,TABLET
SP,Jul 2025,HEALTH CENTER,,,285.0,1428.0,,397.0,-685,76.0,30,DISTRICT21,TABLET
PYRA-COMP,Jul 2025,HEALTH CENTER,,,126.0,798.0,,0.0,276,,25,DISTRICT10,TABLET
ACT-AD,Sep 2025,DISTRICT HOSPITAL,1280.0,1889.0,296.0,798.0,888.0,394.0,494,,30,DISTRICT25,BLISTER
RDT,Feb 2025,HEALTH CENTER,,0.0,82.0,68.0,,3.0,634,75.0,1,DISTRICT20,PIECE
PYRA-SAC,Apr 2024,HEALTH CENTER,104.0,,11.0,65.0,,,-278,,25,DISTRICT12,SACHET
ACT-INF,Aug 2025,HEALTH CENTER,,,199.0,909.0,836.0,1.0,842,106.0,30,DISTRICT31,BLISTER
ART-INJ,Aug 2025,HEALTH CENTER,719.0,43.0,293.0,2401.0,,424.0,112,420.0,30,DISTRICT4,VIAL
RDT,Jan 2024,HEALTH CENTER,60.0,0.0,2.0,69.0,,,-111,5.0,2,DISTRICT36,PIECE
SP,Jun 2024,HEALTH CENTER,636.0,,194.0,391.0,,2620.0,-347,,1000,DISTRICT37,TABLET
ART-INJ,Feb 2024,HEALTH CENTER,885.0,0.0,268.0,541.0,,2398.0,461,82.0,2,DISTRICT21,VIAL
ACT-SC,May 2024,HEALTH CENTER,3917.0,,896.0,1513.0,,141.0,-450,,25,DISTRICT28,BLISTER
ACT-GC,Dec 2024,REGIONAL HOSPITAL,1038.0,344.0,106.0,,258.0,0.0,204,14.0,30,DISTRICT32,BLISTER
ITN,Oct 2025,HEALTH CENTER,934.0,591.0,245.0,949.0,436.0,17.0,-263,,30,DISTRICT32,PIECE
QUIN,Sep 2024,HEALTH CENTER,597.0,4.0,331.0,380.0,,707.0,44,,1000,DISTRICT32,TABLET
SP,Oct 2025,HEALTH CENTER,395.0,0.0,248.0,,1691.0,16689.0,216,708.0,1000,DISTRICT15,TABLET
RDT,May 2025,HEALTH CENTER,1.0,0.0,0.0,2.0,,0.0,-30,0.0,1,DISTRICT33,PIECE
SP,Jan 2025,HEALTH CENTER,,,,78.0,,0.0,206,,50,DISTRICT3,TABLET
ART-SUP,Apr 2025,HEALTH CENTER,4027.0,0.0,1119.0,,,1263.0,664,,1,DISTRICT1,CAPSULE
SP,Sep 2025,HEALTH CENTER,,3.0,953.0,1869.0,,436.0,550,941.0,1000,DISTRICT29,TABLET
SP,Jan 2025,HEALTH CENTER,2629.0,,254.0,984.0,,1.0,-92,149.0,1000,DISTRICT29,TABLET
ACT-INF,Aug 2024,HEALTH CENTER,1386.0,2926.0,625.0,,,1986.0,-332,,1000,DISTRICT33,BLISTER
ART-SUP,Jul 2024,HEALTH CENTER,585.0,18.0,202.0,701.0,585.0,44.0,-206,309.0,2,DISTRICT13,CAPSULE
ART-SUP,Mar 2025,DISTRICT HOSPITAL,2155.0,,540.0,1207.0,,,429,,100,DISTRICT23,CAPSULE
ACT-INF,Aug 2024,HEALTH CENTER,173.0,0.0,42.0,852.0,,499.0,138,4.0,1000,DISTRICT36,BLISTER
ART-SUP,May 2024,HEALTH CENTER,272.0,84.0,54.0,,,10.0,309,22.0,1000,DISTRICT7,CAPSULE
ITN,Dec 2023,HEALTH CENTER,709.0,,373.0,,484.0,0.0,320,,30,DISTRICT33,PIECE
ACT-INF,Aug 2024,HEALTH CENTER,999.0,10.0,319.0,,693.0,,-233,,1000,DISTRICT38,BLISTER
PYRA-SAC,Feb 2025,HEALTH CENTER,,,228.0,436.0,816.0,,137,141.0,2,DISTRICT30,SACHET
ART-INJ,Aug 2025,HEALTH CENTER,3435.0,2.0,875.0,1321.0,,2677.0,271,489.0,30,DISTRICT10,VIAL
ACT-SC,Aug 2024,HEALTH CENTER,1062.0,,123.0,996.0,,233.0,302,,30,DISTRICT16,BLISTER
ITN,Jun 2025,HEALTH CENTER,762.0,0.0,180.0,,,0.0,487,170.0,1000,DISTRICT14,PIECE
ACT-SC,Jul 2025,HEALTH CENTER,289.0,709.0,,,,2845.0,1013,930.0,1,DISTRICT32,BLISTER
ACT-AD,Dec 2024,HEALTH CENTER,1635.0,,388.0,1953.0,,,-73,,1,DISTRICT37,BLISTER
SP,Jun 2024,HEALTH CENTER,,0.0,,181.0,,0.0,-32,2.0,50,DISTRICT25,TABLET
ACT-SC,Jan 2024,HEALTH CENTER,229.0,0.0,124.0,,917.0,,-35,47.0,50,DISTRICT13,BLISTER
ART-SUP,Feb 2024,HEALTH CENTER,,,1134.0,2433.0,,3452.0,16,770.0,2,DISTRICT24,CAPSULE
PYRA-SAC,Aug 2024,HEALTH CENTER,4593.0,499.0,1403.0,,,,-796,1485.0,1,DISTRICT13,SACHET
QUIN,Sep 2025,HEALTH CENTER,,0.0,,451.0,,754.0,-42,,30,DISTRICT37,TABLET
ACT-GC,Jun 2025,HEALTH CENTER,,980.0,,,,0.0,-148,5.0,30,DISTRICT16,BLISTER
SP,Aug 2025,HEALTH CENTER,9.0,0.0,,33.0,,1.0,520,8.0,30,DISTRICT32,TABLET
ACT-AD,Nov 2024,HEALTH CENTER,2534.0,,,2557.0,,14.0,312,492.0,2,DISTRICT20,BLISTER
ACT-GC,Aug 2025,HEALTH CENTER,,0.0,311.0,,313.0,100.0,-161,489.0,30,DISTRICT14,BLISTER
PYRA-SAC,Sep 2024,HEALTH CENTER,,22.0,30.0,199.0,,1.0,-327,,2,DISTRICT9,SACHET
ITN,Nov 2024,DISTRICT HOSPITAL,211.0,0.0,17.0,173.0,,241.0,-745,36.0,5,DISTRICT25,PIECE
PYRA-SAC,Mar 2024,HEALTH CENTER,1.0,4.0,0.0,,,10.0,-55,,1,DISTRICT23,SACHET
ACT-SC,Aug 2025,HEALTH CENTER,197.0,,117.0,,433.0,303.0,146,82.0,25,DISTRICT13,BLISTER
ART-SUP,Mar 2024,HEALTH CENTER,1562.0,9.0,595.0,1404.0,,0.0,214,311.0,25,DISTRICT16,CAPSULE
ITN,Sep 2024,HEALTH CENTER,796.0,380.0,269.0,1414.0,,,-331,347.0,50,DISTRICT29,PIECE
ART-SUP,Jul 2025,HEALTH CENTER,792.0,432.0,24.0,399.0,,0.0,-419,,5,DISTRICT12,CAPSULE
QUIN,Jun 2024,HEALTH CENTER,1279.0,2.0,283.0,1977.0,584.0,408.0,-1007,309.0,1000,DISTRICT7,TABLET
QUIN,Jan 2024,HEALTH CENTER,4772.0,11.0,874.0,3820.0,302.0,0.0,95,303.0,1000,DISTRICT32,TABLET
RDT,Apr 2025,HEALTH CENTER,810.0,41.0,166.0,721.0,,438.0,-910,123.0,1,DISTRICT32,PIECE
PYRA-SAC,Oct 2024,HEALTH CENTER,,,105.0,209.0,,92.0,-176,,5,DISTRICT22,SACHET
ACT-SC,Mar 2025,HEALTH CENTER,1586.0,0.0,206.0,2076.0,,0.0,-307,,1,DISTRICT32,BLISTER
ACT-INF,Jul 2025,HEALTH CENTER,114.0,2.0,48.0,80.0,,170.0,-13,21.0,1000,DISTRICT16,BLISTER
ART-SUP,Nov 2025,HEALTH CENTER,,61.0,706.0,,,521.0,-563,431.0,1,DISTRICT31,CAPSULE
ITN,Jan 2025,HEALTH CENTER,562.0,359.0,,,,3.0,142,,1,DISTRICT28,PIECE
SP,Nov 2024,HEALTH CENTER,1236.0,,149.0,,,,-191,35.0,1000,DISTRICT11,TABLET
ACT-SC,Feb 2025,HEALTH CENTER,1300.0,32.0,,2267.0,473.0,0.0,-825,551.0,30,DISTRICT24,BLISTER
ART-SUP,Nov 2025,HEALTH CENTER,37.0,,4.0,,,57.0,486,1.0,1,DISTRICT38,CAPSULE
ART-INJ,Dec 2023,HEALTH CENTER,404.0,,,916.0,,,-366,35.0,50,DISTRICT10,VIAL
RDT,Oct 2024,HEALTH CENTER,163.0,6.0,142.0,16.0,,2193.0,-91,437.0,2,DISTRICT8,PIECE
RDT,Apr 2025,HEALTH CENTER,,4.0,,205.0,469.0,334.0,217,136.0,1,DISTRICT10,PIECE
ACT-SC,Jan 2024,HEALTH CENTER,,,,812.0,,6.0,841,104.0,1000,DISTRICT31,BLISTER
ART-INJ,Nov 2025,DISTRICT HOSPITAL,959.0,31.0,176.0,779.0,582.0,25.0,-483,53.0,100,DISTRICT28,VIAL
PYRA-SAC,Feb 2025,HEALTH CENTER,,6.0,,44.0,,,18,73.0,5,DISTRICT18,SACHET
ACT-AD,Jul 2024,HEALTH CENTER,460.0,,124.0,324.0,796.0,32.0,-692,37.0,50,DISTRICT28,BLISTER
RDT,Apr 2024,HEALTH CENTER,,0.0,1.0,115.0,201.0,,-572,0.0,2,DISTRICT3,PIECE
ACT-SC,Jul 2025,HEALTH CENTER,75.0,39.0,,202.0,,4.0,-176,51.0,30,DISTRICT25,BLISTER
SP,Sep 2025,HEALTH CENTER,206.0,1.0,9.0,208.0,,0.0,-452,,30,DISTRICT14,TABLET
QUIN,Aug 2024,HEALTH CENTER,23.0,0.0,51.0,1.0,,1.0,-209,72.0,1000,DISTRICT2,TABLET
ACT-SC,Jul 2024,HEALTH CENTER,412.0,35.0,250.0,338.0,,891.0,-333,57.0,25,DISTRICT13,BLISTER
ACT-INF,Apr 2024,HEALTH CENTER,4600.0,3.0,580.0,970.0,,9377.0,-266,573.0,50,DISTRICT13,BLISTER
ACT-SC,Mar 2025,DISTRICT HOSPITAL,,,104.0,42.0,275.0,5.0,-338,52.0,30,DISTRICT38,BLISTER
PYRA-COMP,Dec 2023,HEALTH CENTER,1899.0,,240.0,435.0,682.0,0.0,-612,,25,DISTRICT15,TABLET
PYRA-COMP,Mar 2024,HEALTH CENTER,,,595.0,980.0,,2401.0,254,,2,DISTRICT21,TABLET
ACT-INF,Apr 2024,HEALTH CENTER,,0.0,321.0,482.0,972.0,1870.0,179,249.0,30,DISTRICT30,BLISTER
ART-SUP,Aug 2024,HEALTH CENTER,1248.0,,408.0,1545.0,,,475,338.0,25,DISTRICT25,CAPSULE
ACT-GC,Feb 2024,HEALTH CENTER,983.0,0.0,225.0,1166.0,,1106.0,-109,90.0,1000,DISTRICT5,BLISTER
ACT-INF,Jul 2025,HEALTH CENTER,,328.0,181.0,407.0,,1155.0,352,,1000,DISTRICT24,BLISTER
PYRA-SAC,Aug 2024,HEALTH CENTER,,286.0,270.0,2472.0,,6.0,438,235.0,25,DISTRICT8,SACHET
ART-SUP,Jan 2024,HEALTH CENTER,1099.0,,657.0,1608.0,,1915.0,785,,2,DISTRICT30,CAPSULE
RDT,Mar 2025,HEALTH CENTER,8.0,13.0,7.0,,,0.0,-338,9.0,30,DISTRICT7,PIECE
ACT-GC,Nov 2024,HEALTH CENTER,66.0,,88.0,240.0,,,53,8.0,30,DISTRICT18,BLISTER
PYRA-COMP,Nov 2024,HEALTH CENTER,,574.0,,550.0,,61.0,76,,25,DISTRICT29,TABLET
ART-SUP,Feb 2025,HEALTH CENTER,56.0,399.0,69.0,727.0,351.0,0.0,712,77.0,1,DISTRICT13,CAPSULE
RDT,Oct 2025,HEALTH CENTER,2996.0,0.0,183.0,,164.0,431.0,-49,271.0,1,DISTRICT6,PIECE
ART-SUP,May 2025,HEALTH CENTER,,0.0,0.0,2.0,,0.0,-633,,5,DISTRICT13,CAPSULE
ITN,Aug 2025,HEALTH CENTER,3461.0,0.0,827.0,2041.0,,2287.0,-234,802.0,25,DISTRICT3,PIECE
RDT,Mar 2025,HEALTH CENTER,,0.0,,309.0,,0.0,-219,45.0,50,DISTRICT4,PIECE
SP,Feb 2024,HEALTH CENTER,515.0,62.0,135.0,1045.0,732.0,0.0,345,,30,DISTRICT33,TABLET
ART-INJ,Nov 2025,HEALTH CENTER,,,35.0,206.0,,0.0,12,1.0,2,DISTRICT23,VIAL
ACT-AD,Aug 2024,DISTRICT HOSPITAL,,0.0,,2165.0,,784.0,-235,407.0,30,DISTRICT33,BLISTER
ACT-SC,Aug 2024,REGIONAL HOSPITAL,,1.0,,3485.0,,0.0,503,41.0,1000,DISTRICT29,BLISTER
ART-SUP,Jul 2024,HEALTH CENTER,1166.0,0.0,78.0,,,,194,19.0,50,DISTRICT31,CAPSULE
PYRA-COMP,Nov 2025,HEALTH CENTER,,,236.0,375.0,,0.0,1459,,1,DISTRICT27,TABLET
QUIN,Apr 2025,HEALTH CENTER,419.0,,,,,0.0,-289,74.0,1000,DISTRICT15,TABLET
PYRA-SAC,Sep 2024,HEALTH CENTER,,358.0,39.0,,660.0,43.0,193,,25,DISTRICT5,SACHET
ACT-INF,Mar 2024,HEALTH CENTER,1417.0,3.0,403.0,,104.0,0.0,-548,,30,DISTRICT2,BLISTER
ART-INJ,Mar 2025,HEALTH CENTER,170.0,,118.0,,,0.0,-106,25.0,25,DISTRICT9,VIAL
ITN,Dec 2023,HEALTH CENTER,563.0,257.0,220.0,894.0,985.0,8149.0,455,,50,DISTRICT30,PIECE
ACT-AD,Oct 2024,HEALTH CENTER,3.0,,18.0,,,0.0,-523,,30,DISTRICT23,BLISTER
ACT-GC,Oct 2025,HEALTH CENTER,1184.0,,765.0,,1033.0,309.0,-685,,1,DISTRICT13,BLISTER
